hostname,pl_name,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_dens,pl_insol,st_mass,st_teff,discoverymethod
"Kepler-1597","Kepler-1597 b",1,2.94654179000,0.0413600000,1.06000000,0.47000000,-0.17000000,1.20000000,,,"M-R relationship",5.540000,1431.3110,1.250000,6377.00,"Transit"
"Kepler-687","Kepler-687 b",1,20.50586978000,0.1326000000,3.52000000,0.16000000,-0.20000000,12.20000000,,,"M-R relationship",1.540000,15.6480,0.770000,4841.00,"Transit"
"Kepler-1596","Kepler-1596 b",1,66.37337900000,0.3237000000,1.90000000,0.25000000,-0.17000000,4.27000000,,,"M-R relationship",3.420000,33.3780,0.950000,5706.00,"Transit"
"Kepler-692","Kepler-692 b",1,21.81293494000,0.1495000000,3.11000000,0.37000000,-0.23000000,9.85000000,,,"M-R relationship",1.800000,28.5040,0.900000,5440.00,"Transit"
"Kepler-150","Kepler-150 c",5,7.38199800000,0.0730000000,3.69000000,0.59000000,-0.59000000,13.20000000,,,"M-R relationship",1.440000,132.0910,0.956000,5560.00,"Transit"
"Kepler-1494","Kepler-1494 b",1,91.08048200000,0.3982000000,3.07000000,0.46000000,-0.57000000,9.64000000,,,"M-R relationship",1.830000,9.1130,0.960000,5659.00,"Transit"
"Kepler-1502","Kepler-1502 b",1,41.70836290000,0.2482000000,3.18000000,1.12000000,-0.64000000,10.20000000,,,"M-R relationship",1.740000,77.3240,1.440000,6666.00,"Transit"
"Kepler-1490","Kepler-1490 b",1,92.43629730000,0.3729000000,3.04000000,0.37000000,-0.63000000,9.48000000,,,"M-R relationship",1.850000,3.7880,0.900000,5515.00,"Transit"
"Kepler-1491","Kepler-1491 b",2,16.58617620000,0.1270000000,1.51000000,0.35000000,-0.14000000,2.89000000,,,"M-R relationship",4.610000,138.1080,1.000000,5728.00,"Transit"
"Kepler-171","Kepler-171 b",3,4.16697200000,0.0500000000,2.34000000,1.05000000,-1.05000000,6.08000000,,,"M-R relationship",2.610000,304.1780,0.978000,5642.00,"Transit"
"Kepler-1926","Kepler-1926 b",1,42.87770081000,0.2197000000,2.31495961,,,5.97000000,,,"M-R relationship",2.640000,9.8000,0.768000,5256.00,"Transit"
"Kepler-1631","Kepler-1631 b",1,4.09513932000,0.0511000000,1.35000000,0.20000000,-0.15000000,2.39000000,,,"M-R relationship",5.340000,446.9180,0.970000,5679.00,"Transit"
"KOI-1599","KOI-1599.02",2,13.60880000000,0.1122930000,1.90000000,0.20000000,-0.20000000,9.00000000,0.30000000,-0.30000000,"Mass",7.210000,76.8100,1.020000,5833.00,"Transit"
"Kepler-719","Kepler-719 b",1,5.00731777900,0.0556000000,8.52000000,1.83000000,-0.90000000,54.50000000,,,"M-R relationship",0.484000,234.2800,0.990000,5777.00,"Transit"
"Kepler-734","Kepler-734 b",1,6.10485285600,0.0583000000,3.56000000,0.14000000,-0.13000000,12.40000000,,,"M-R relationship",1.510000,89.2500,0.850000,5326.00,"Transit"
"Kepler-1408","Kepler-1408 b",1,2.99793191000,0.0421800000,0.89000000,68.91000000,-0.15000000,0.64000000,,,"M-R relationship",4.990000,1982.2680,1.210000,6170.00,"Transit"
"Kepler-1427","Kepler-1427 b",1,0.96897237600,0.0197000000,1.10000000,0.24000000,-0.12000000,1.37000000,,,"M-R relationship",5.660000,2730.5100,1.010000,5793.00,"Transit"
"Kepler-1665","Kepler-1665 b",1,11.95480000000,0.0960000000,2.83910787,,,8.44000000,,,"M-R relationship",2.030000,40.4000,0.842000,5049.84,"Transit"
"Kepler-342","Kepler-342 e",4,1.64422461300,0.0290900000,0.88000000,0.08000000,-0.06000000,0.61500000,,,"M-R relationship",4.960000,3111.3220,1.260000,6366.00,"Transit"
"Kepler-267","Kepler-267 b",3,3.35372800000,0.0370000000,1.98000000,0.09000000,-0.09000000,37.90000000,21.30000000,-17.90000000,"Mass",26.800000,45.8430,0.541571,4258.00,"Transit"
"Kepler-1738","Kepler-1738 b",1,7.67463016500,0.0781000000,2.82472883,,,8.37000000,,,"M-R relationship",2.040000,198.6700,1.079000,6063.00,"Transit"
"Kepler-746","Kepler-746 b",1,3.48159251000,0.0435000000,1.11000000,0.13000000,-0.09000000,1.41000000,,,"M-R relationship",5.670000,421.6100,0.910000,5418.00,"Transit"
"Kepler-760","Kepler-760 b",2,8.70419416000,0.0808700000,3.06000000,0.26000000,-0.24000000,9.59000000,,,"M-R relationship",1.840000,84.4060,0.890000,5322.00,"Transit"
"Kepler-272","Kepler-272 c",3,6.05734200000,0.0610000000,1.79000000,0.96000000,-0.96000000,97.80000000,55.50000000,-33.90000000,"Mass",93.700000,310.7600,0.910000,5297.00,"Transit"
"Kepler-775","Kepler-775 b",1,0.97486892600,0.0183400000,1.19000000,0.04000000,-0.04000000,1.81000000,,,"M-R relationship",5.900000,1496.7500,0.920000,5468.00,"Transit"
"Kepler-498","Kepler-498 b",1,9.61375356000,0.0897000000,3.03000000,0.50000000,-0.34000000,9.43000000,,,"M-R relationship",1.860000,202.7750,0.980000,5744.00,"Transit"
"Kepler-877","Kepler-877 b",1,18.45847097000,0.1301000000,2.12000000,0.14000000,-0.27000000,5.14000000,,,"M-R relationship",2.960000,37.8100,0.850000,5261.00,"Transit"
"Kepler-865","Kepler-865 b",2,14.16399294000,0.1057000000,2.49000000,0.49000000,-0.24000000,6.76000000,,,"M-R relationship",2.410000,46.3620,0.930000,5570.00,"Transit"
"Kepler-288","Kepler-288 c",3,19.30577200000,0.1400000000,2.85000000,1.36000000,-1.36000000,8.50000000,,,"M-R relationship",2.020000,53.1480,0.842000,5918.00,"Transit"
"Kepler-794","Kepler-794 b",1,11.13125132000,0.1003600000,2.11000000,0.52000000,-0.34000000,5.10000000,,,"M-R relationship",2.980000,299.9700,1.190000,5839.00,"Transit"
"Kepler-485","Kepler-485 b",1,3.24325979600,0.0440100000,14.41000000,3.38000000,-1.63000000,,,,"Msini",,622.0140,1.070000,5958.00,"Transit"
"Kepler-340","Kepler-340 c",2,22.82466900000,0.1780000000,3.37000000,0.77000000,-0.77000000,11.30000000,,,"M-R relationship",1.620000,154.6530,1.650000,6620.00,"Transit"
"Kepler-333","Kepler-333 b",2,12.55115800000,0.0870000000,1.32000000,0.16000000,-0.16000000,28.20000000,29.00000000,-24.10000000,"Mass",67.400000,16.8190,0.601000,4259.00,"Transit"
"Kepler-951","Kepler-951 b",1,71.52530845000,0.3091000000,5.59000000,0.24000000,-0.26000000,26.70000000,,,"M-R relationship",0.840000,2.4720,0.770000,4834.00,"Transit"
"Kepler-66","Kepler-66 b",1,17.81581500000,0.1352000000,2.80000000,0.16000000,-0.16000000,8.25000000,,,"M-R relationship",2.070000,62.8450,1.038000,5962.00,"Transit"
"Kepler-1805","Kepler-1805 b",1,8.84794044500,0.0699000000,1.54502915,,,3.00000000,,,"M-R relationship",4.470000,12.4800,0.581000,3867.00,"Transit"
"Kepler-1792","Kepler-1792 b",1,4.19577980000,0.0488000000,2.51990972,,,6.89000000,,,"M-R relationship",2.370000,283.7800,0.878000,5229.00,"Transit"
"Kepler-276","Kepler-276 d",3,48.64800000000,0.2466600000,2.80000000,1.23000000,-0.27000000,16.30000000,5.00000000,-4.30000000,"Mass",0.760000,11.2740,1.100000,5693.00,"Transit"
"Kepler-372","Kepler-372 c",3,20.05376300000,0.1540000000,2.09000000,0.90000000,-0.90000000,5.02000000,,,"M-R relationship",3.020000,91.8810,1.202000,6509.00,"Transit"
"Kepler-114","Kepler-114 b",3,5.18854900000,0.0530000000,1.26000000,0.13000000,-0.13000000,1.09000000,0.49000000,-0.31000000,"Mass",2.530000,92.5350,0.770000,4605.00,"Transit"
"Kepler-1207","Kepler-1207 b",1,13.68237119000,0.1156000000,1.62000000,0.51000000,-0.18000000,3.26000000,,,"M-R relationship",4.210000,352.5080,1.060000,5909.00,"Transit"
"Kepler-1249","Kepler-1249 b",1,24.33471270000,0.1670000000,2.38000000,0.97000000,-0.38000000,6.26000000,,,"M-R relationship",2.550000,98.3360,1.190000,6202.00,"Transit"
"Kepler-1859","Kepler-1859 b",2,2.72959995300,0.0394000000,1.58313575,,,3.13000000,,,"M-R relationship",4.330000,1056.1500,1.090000,5887.00,"Transit"
"Kepler-1244","Kepler-1244 b",1,3.70428172000,0.0502000000,1.35000000,0.63000000,-0.25000000,2.39000000,,,"M-R relationship",5.340000,4756.3250,1.460000,6680.00,"Transit"
"Kepler-213","Kepler-213 c",2,4.82296200000,0.0570000000,2.34000000,0.45000000,-0.45000000,6.08000000,,,"M-R relationship",2.610000,339.5360,1.070000,5696.00,"Transit"
"Kepler-1388","Kepler-1388 b",4,12.28546030000,0.0882000000,2.59000000,0.13000000,-0.14000000,7.22000000,,,"M-R relationship",2.280000,17.6740,0.630000,4098.00,"Transit"
"Kepler-258","Kepler-258 c",2,33.65307900000,0.1930000000,3.61000000,2.43000000,-2.43000000,12.70000000,,,"M-R relationship",1.480000,7.9850,0.820000,4942.00,"Transit"
"Kepler-355","Kepler-355 b",2,11.03189000000,0.1020000000,1.46000000,0.66000000,-0.66000000,2.73000000,,,"M-R relationship",4.820000,154.8030,0.933000,6184.00,"Transit"
"Kepler-324","Kepler-324 e",4,13.97939968000,0.1097200000,2.03862444,,,235.01400000,,,"Mass",0.160000,38.9000,0.844000,5191.00,"Transit"
"Kepler-330","Kepler-330 b",2,8.25978000000,0.0750000000,1.35000000,0.53000000,-0.53000000,2.39000000,,,"M-R relationship",5.340000,66.5780,0.848000,5117.00,"Transit"
"Kepler-233","Kepler-233 c",2,60.41895500000,0.2870000000,2.71000000,0.78000000,-0.78000000,7.80000000,,,"M-R relationship",2.150000,6.1950,0.855000,5360.00,"Transit"
"Kepler-174","Kepler-174 d",3,247.35373000000,0.6770000000,2.19000000,0.13000000,-0.13000000,5.43000000,,,"M-R relationship",2.840000,0.5300,0.602000,4880.00,"Transit"
"Kepler-200","Kepler-200 c",2,10.22215700000,0.0900000000,1.59000000,0.29000000,-0.29000000,3.15000000,,,"M-R relationship",4.310000,126.3610,0.972000,5678.00,"Transit"
"Kepler-130","Kepler-130 d",3,87.51790500000,0.3770000000,1.64000000,0.16000000,-0.16000000,3.33000000,,,"M-R relationship",4.150000,9.8340,0.927000,5884.00,"Transit"
"Kepler-541","Kepler-541 b",1,5.08005848000,0.0644700000,3.36000000,0.58000000,-0.56000000,11.20000000,,,"M-R relationship",1.620000,1452.9040,1.410000,6166.00,"Transit"
"Kepler-1585","Kepler-1585 b",1,3.58274630000,0.0445000000,1.79000000,0.25000000,-0.16000000,3.86000000,,,"M-R relationship",3.700000,182.9410,0.940000,5538.00,"Transit"
"Kepler-1275","Kepler-1275 b",1,3.65691115000,0.0488000000,1.48000000,0.65000000,-0.27000000,2.79000000,,,"M-R relationship",4.730000,822.4840,1.230000,6296.00,"Transit"
"Kepler-60","Kepler-60 d",3,11.89810000000,0.1020300000,1.99000000,0.16000000,-0.16000000,4.16000000,0.84000000,-0.75000000,"Mass",2.910000,161.0000,1.041000,5905.00,"Transit"
"Kepler-1176","Kepler-1176 b",1,24.17385790000,0.1589000000,2.45000000,0.63000000,-0.32000000,6.57000000,,,"M-R relationship",2.450000,26.0870,1.010000,5844.00,"Transit"
"Kepler-1225","Kepler-1225 b",1,7.01075434000,0.0771000000,1.82000000,0.61000000,-0.24000000,3.97000000,,,"M-R relationship",3.620000,324.2820,1.130000,6140.00,"Transit"
"Kepler-1394","Kepler-1394 b",1,3.93766373000,0.0547400000,1.39000000,0.20000000,-0.22000000,2.51000000,,,"M-R relationship",5.140000,2023.0050,1.640000,6481.00,"Transit"
"Kepler-1649","Kepler-1649 b",2,8.68909900000,0.0514000000,1.01700000,0.05100000,-0.05100000,1.03000000,,,"M-R relationship",5.380000,2.2080,0.197700,3240.00,"Transit"
"TOI-1246","TOI-1246 c",4,5.90413700000,0.0610000000,2.45109846,0.13824169,-0.08751012,9.10000000,1.30000000,-1.20000000,"Mass",3.390000,129.0000,0.888900,5213.00,"Transit"
"Kepler-1468","Kepler-1468 c",3,3.54553021000,0.0466000000,1.15000000,0.25000000,-0.13000000,1.60000000,,,"M-R relationship",5.780000,1479.5670,1.040000,5893.00,"Transit"
"Kepler-326","Kepler-326 c",3,4.58035800000,0.0510000000,1.40000000,0.10000000,-0.10000000,17.40000000,15.40000000,-10.70000000,"Mass",34.800000,303.6200,0.910000,5105.00,"Transit"
"Kepler-1085","Kepler-1085 c",2,56.77710000000,0.2979800000,3.26817741,,,10.70000000,,,"M-R relationship",1.680000,11.8000,1.050000,5816.00,"Transit"
"Kepler-1229","Kepler-1229 b",1,86.82898900000,0.3006000000,1.40000000,0.11000000,-0.13000000,2.54000000,,,"M-R relationship",5.090000,0.5240,0.540000,3784.00,"Transit"
"Kepler-1542","Kepler-1542 e",4,5.10115756000,0.0564900000,0.76000000,0.10000000,-0.08000000,0.36300000,,,"M-R relationship",4.540000,369.9990,0.940000,5564.00,"Transit"
"Kepler-1178","Kepler-1178 b",1,31.80634000000,0.1596000000,1.07000000,0.06000000,-0.08000000,1.24000000,,,"M-R relationship",5.560000,23.2370,0.800000,4990.00,"Transit"
"K2-187","K2-187 c",4,2.87151200000,0.0392000000,1.40000000,0.20000000,-0.20000000,2.54000000,,,"M-R relationship",5.090000,414.3430,0.966999,5438.00,"Transit"
"Kepler-1060","Kepler-1060 b",1,46.87793670000,0.2495000000,2.38000000,0.45000000,-0.29000000,6.26000000,,,"M-R relationship",2.550000,17.4160,0.990000,5797.00,"Transit"
"Kepler-990","Kepler-990 b",2,9.91723428000,0.0859500000,2.60000000,0.65000000,-0.42000000,7.27000000,,,"M-R relationship",2.270000,108.3000,1.050000,5948.00,"Transit"
"Kepler-1126","Kepler-1126 b",2,108.59332900000,0.4125100000,1.73000000,0.21000000,-0.14000000,3.64000000,,,"M-R relationship",3.860000,4.5500,0.920000,5798.00,"Transit"
"Kepler-100","Kepler-100 c",4,12.81590000000,0.1106100000,2.20000000,0.05000000,-0.05000000,7.05000000,,,"Mass",1.721102,208.6570,1.080000,5825.00,"Transit"
"Kepler-172","Kepler-172 c",4,6.38899600000,0.0680000000,2.86000000,0.53000000,-0.53000000,8.55000000,,,"M-R relationship",2.010000,227.2250,1.081000,5526.00,"Transit"
"Kepler-663","Kepler-663 b",1,4.99678284000,0.0559000000,2.60000000,0.20000000,-0.16000000,7.27000000,,,"M-R relationship",2.270000,167.9790,0.860000,5264.00,"Transit"
"HD 102117","HD 102117 b",1,20.81330000000,0.1500000000,8.47000000,,,54.03110000,3.17830000,-3.17830000,"Msini",0.489000,63.8539,1.060000,5655.00,"Radial Velocity"
"HD 137388","HD 137388 b",1,330.00000000000,0.8900000000,9.32000000,,,63.56600000,6.35660000,-6.35660000,"Msini",0.431000,0.5807,0.680000,5181.00,"Radial Velocity"
"HD 50554","HD 50554 b",1,1293.00000000000,2.3530000000,12.80000000,,,1859.29618095,286.04556630,-165.27077164,"Mass",4.870000,0.2510,1.040000,5987.00,"Radial Velocity"
"WASP-24","WASP-24 b",1,2.34121000000,0.0365100000,15.46842000,1.79344000,-1.79344000,394.10920000,92.17070000,-92.17070000,"Mass",0.622000,934.4650,1.430000,6075.00,"Transit"
"HD 156846","HD 156846 b",1,359.51001000000,1.1200000000,12.40000000,,,3391.24610000,235.19420000,-235.19420000,"Msini",9.770000,3.9700,1.380000,6090.00,"Radial Velocity"
"WASP-151","WASP-151 b",1,4.53347750000,0.0550000000,13.30506009,0.23538859,-0.23538859,100.43377661,9.85268062,-9.85268062,"Mass",0.250651,460.0000,1.081000,5871.00,"Transit"
"Kepler-80","Kepler-80 g",6,14.64558000000,,1.13000000,0.14000000,-0.14000000,0.06500000,0.04400000,-0.03800000,"Mass",0.310000,,0.830000,4540.00,"Transit"
"Kepler-263","Kepler-263 b",2,16.56808700000,0.1200000000,2.67000000,1.45000000,-1.45000000,7.61000000,,,"M-R relationship",2.200000,24.3080,0.793000,5265.00,"Transit"
"K2-10","K2-10 b",1,19.30553000000,0.1370000000,3.77300000,0.08800000,-0.04800000,25.20000000,8.40000000,-8.40000000,"Mass",2.360000,42.1000,0.880000,5533.00,"Transit"
"HD 22946","TOI-411 b",3,4.04029500000,0.0572700000,1.36200000,0.04000000,-0.04000000,13.71000000,,,"Mass",18.960000,495.1390,1.098000,6169.00,"Transit"
"WASP-120","WASP-120 b",1,3.61126721000,0.0514000000,15.58048317,0.89671846,-0.89671846,1541.47550000,66.74430000,-66.74430000,"Mass",2.334107,1818.5489,1.393000,6450.00,"Transit"
"Kepler-1006","Kepler-1006 b",1,19.76172042000,0.1464000000,1.54000000,0.27000000,-0.14000000,2.99000000,,,"M-R relationship",4.500000,153.4930,0.780000,5328.00,"Transit"
"Kepler-398","Kepler-398 d",3,6.83437001000,0.0618000000,0.88000000,0.03000000,-0.04000000,0.61500000,,,"M-R relationship",4.960000,40.8310,0.720000,4557.00,"Transit"
"TOI-4034","TOI-4034 b",1,1.80209320000,0.0328900000,17.71018951,0.22417961,-0.22417961,276.51071409,50.85254512,-50.85254512,"Mass",0.275000,1870.7800,1.190000,5891.00,"Transit"
"TOI-5335","TOI-5335 b",1,3.61365988443,,4.02422162,0.84491911,-0.55064827,15.30000000,,,"M-R relationship",1.290000,200.8300,0.945000,5528.92,"Transit"
"Kepler-253","Kepler-253 d",3,18.11986900000,0.1300000000,3.17000000,1.30000000,-1.30000000,10.20000000,,,"M-R relationship",1.760000,24.0840,0.860000,5208.00,"Transit"
"K2-62","K2-62 b",2,6.67199000000,0.0636000000,2.02000000,0.17000000,-0.06000000,4.74000000,,,"M-R relationship",3.160000,46.7000,0.670000,4455.00,"Transit"
"Kepler-369","Kepler-369 b",2,2.73275600000,0.0300000000,1.13000000,0.06000000,-0.06000000,1.51000000,,,"M-R relationship",5.750000,40.2950,0.500000,3591.00,"Transit"
"Kepler-657","Kepler-657 b",1,24.54350418000,0.1733700000,3.52000000,0.69000000,-0.32000000,12.20000000,,,"M-R relationship",1.540000,62.2000,1.010000,5808.00,"Transit"
"Kepler-513","Kepler-513 b",1,28.86235584000,0.1779000000,2.20000000,0.31000000,-0.20000000,5.48000000,,,"M-R relationship",2.830000,36.5270,1.020000,5849.00,"Transit"
"TOI-1180","TOI-1180 b",1,9.68676037800,0.0807990000,3.07200000,0.27000000,-0.24300000,10.00000000,5.30000000,-5.40000000,"Mass",1.930000,36.9700,0.750000,4738.00,"Transit"
"11 UMi","11 UMi b",1,516.21997000000,1.5300000000,12.30000000,,,4684.81420000,794.57500000,-794.57500000,"Msini",13.800000,114.8502,2.780000,4213.00,"Radial Velocity"
"Kepler-1390","Kepler-1390 b",1,6.48021673000,0.0662000000,1.18000000,0.25000000,-0.13000000,1.76000000,,,"M-R relationship",5.890000,171.1330,0.980000,5753.00,"Transit"
"WASP-60","WASP-60 b",1,4.30500000000,0.0554800000,9.86392000,1.34508000,-1.34508000,174.80650000,60.38770000,-60.38770000,"Mass",0.378000,925.4935,1.190000,5900.00,"Transit"
"Kepler-1762","Kepler-1762 b",1,29.53910065000,0.2040000000,2.76022913,,,8.05000000,,,"M-R relationship",2.100000,61.4900,1.298000,6572.00,"Transit"
"Kepler-98","Kepler-98 b",1,1.54168000000,0.0261400000,1.99000000,0.22000000,-0.22000000,3.55000000,1.60000000,-1.60000000,"Mass",2.180000,1107.3890,0.990000,5539.00,"Transit"
"Kepler-403","Kepler-403 c",3,54.28074900000,0.2970000000,1.75000000,0.32000000,-0.32000000,3.71000000,,,"M-R relationship",3.800000,45.1540,1.299000,6090.00,"Transit"
"Kepler-292","Kepler-292 b",5,2.58082700000,0.0350000000,1.32000000,0.14000000,-0.14000000,2.30000000,,,"M-R relationship",5.500000,394.3010,0.865000,5299.00,"Transit"
"K2-49","K2-49 b",1,2.77065000000,0.0309000000,1.93000000,0.53000000,-0.53000000,4.38000000,,,"M-R relationship",3.350000,59.0000,0.510000,4175.00,"Transit"
"HD 142245","HD 142245 b",1,1299.00000000000,2.7800000000,13.10000000,,,975.73810000,133.48860000,-133.48860000,"Msini",2.390000,1.7468,3.500000,4922.00,"Radial Velocity"
"TOI-1452","TOI-1452 b",1,11.06201000000,0.0610000000,1.67200000,0.07100000,-0.07100000,4.82000000,1.30000000,-1.30000000,"Mass",5.600000,1.8000,0.249000,3185.00,"Transit"
"Kepler-110","Kepler-110 b",2,12.69111200000,0.1070000000,1.83000000,0.36000000,-0.36000000,4.01000000,,,"M-R relationship",3.600000,153.8810,0.989000,5960.00,"Transit"
"Kepler-1296","Kepler-1296 b",1,8.38398650000,0.0896000000,0.91000000,0.09000000,-0.06000000,0.69300000,,,"M-R relationship",5.050000,399.0150,0.870000,5359.00,"Transit"
"Kepler-1221","Kepler-1221 b",1,12.00096042000,0.0906000000,1.88000000,0.30000000,-0.16000000,4.19000000,,,"M-R relationship",3.470000,37.8100,0.870000,5194.00,"Transit"
"Kepler-158","Kepler-158 d",3,0.64508800000,,0.43000000,0.05000000,-0.05000000,0.04720000,,,"M-R relationship",3.260000,,0.656000,4895.97,"Transit"
"Kepler-49","Kepler-49 b",4,7.20000000000,0.0592900000,2.57900000,0.08700000,-0.08600000,9.77000000,0.94000000,-0.95000000,"Mass",3.082111,21.4810,0.607000,4095.60,"Transit"
"TOI-1295","TOI-1295 b",1,3.19688380000,0.0470000000,15.69257298,0.89671846,-0.89671846,451.31633794,25.42627256,-25.42627256,"Mass",0.650000,1800.0000,1.380000,6280.00,"Transit"
"Kepler-1691","Kepler-1691 b",1,3.84820000000,0.0495000000,1.83470985,,,4.02000000,,,"M-R relationship",3.580000,641.5300,1.110000,6000.00,"Transit"
"Kepler-180","Kepler-180 c",2,41.88577500000,0.2290000000,3.01000000,1.34000000,-1.34000000,9.32000000,,,"M-R relationship",1.880000,16.4230,0.950000,5731.00,"Transit"
"HATS-33","HATS-33 b",1,2.54955510000,0.0372700000,13.78707000,1.25540800,-0.90792900,378.85336000,16.84499000,-16.84499000,"Mass",0.790000,757.1284,1.062000,5659.00,"Transit"
"K2-254","K2-254 c",2,12.11839000000,0.0923000000,2.19000000,0.24000000,-0.18000000,5.43000000,,,"M-R relationship",2.840000,17.6668,0.710000,4629.00,"Transit"
"HD 38283","HD 38283 b",1,363.20001000000,1.0200000000,14.00000000,,,127.13200000,12.71320000,-12.71320000,"Msini",0.255000,2.4745,1.370000,5981.00,"Radial Velocity"
"Kepler-162","Kepler-162 c",2,19.44635500000,0.1370000000,3.03000000,1.63000000,-1.63000000,9.43000000,,,"M-R relationship",1.860000,77.0520,1.053000,5816.00,"Transit"
"TOI-375","TOI-375 d",3,297.90000000000,0.9840000000,13.60000000,,,445.59542661,98.84463458,-87.72064033,"Msini",0.973000,5.9600,1.441000,5259.90,"Radial Velocity"
"K2-248","K2-248 b",1,7.17256000000,0.0699000000,2.57000000,0.20000000,-0.14000000,7.13000000,,,"M-R relationship",2.310000,132.3323,0.880000,5528.00,"Transit"
"Kepler-1252","Kepler-1252 b",1,15.05403290000,0.1078000000,1.67000000,0.42000000,-0.23000000,3.43000000,,,"M-R relationship",4.050000,57.5790,1.060000,5949.00,"Transit"
"WASP-35","WASP-35 b",1,3.16158000000,0.0431700000,14.57170000,0.78463000,-0.78463000,225.65930000,31.78300000,-31.78300000,"Mass",0.378000,758.1026,1.050000,5990.00,"Transit"
"HD 155918","HD 155918 b",2,1.87567000000,0.0300000000,2.67000000,,,7.62788177,0.95348522,-1.27131363,"Msini",2.200000,1153.7389,1.030000,5771.84,"Radial Velocity"
"Kepler-300","Kepler-300 c",2,40.71495500000,0.2320000000,2.25000000,1.04000000,-1.04000000,5.69000000,,,"M-R relationship",2.740000,43.2480,1.070000,5986.00,"Transit"
"HD 55696","HD 55696 b",1,1827.00000000000,3.1800000000,12.90000000,,,1357.12729789,317.82840700,-219.30160083,"Mass",3.470000,0.2662,1.290000,6012.00,"Radial Velocity"
"Kepler-787","Kepler-787 b",1,0.92831049800,0.0159000000,1.28000000,0.06000000,-0.07000000,2.18000000,,,"M-R relationship",5.710000,493.5530,0.650000,4248.00,"Transit"
"Kepler-79","Kepler-79 e",4,81.06650000000,0.3944500000,3.53000000,0.16000000,-0.16000000,3.80000000,0.70000000,-0.60000000,"Mass",0.480000,18.7800,1.244000,6389.00,"Transit"
"NGTS-12","NGTS-12 b",1,7.53280600000,0.0757000000,11.74703200,0.35868800,-0.35868800,66.10864000,6.99226000,-6.99226000,"Mass",0.223000,416.0000,1.021000,5690.00,"Transit"
"Kepler-493","Kepler-493 b",1,3.00387658100,0.0439000000,15.13000000,5.00000000,-2.55000000,,,,"Msini",,1414.3290,1.360000,6457.00,"Transit"
"TOI-4155","TOI-4155 b",1,3.32072900000,,3.21000000,0.17000000,-0.17000000,10.40000000,,,"M-R relationship",1.730000,586.7620,1.160000,5724.00,"Transit"
"HATS-28","HATS-28 b",1,3.18107810000,0.0413100000,13.38354600,0.78463000,-0.78463000,213.58176000,27.65121000,-27.65121000,"Mass",0.480000,407.8485,0.929000,5498.00,"Transit"
"Kepler-214","Kepler-214 c",2,28.77980000000,0.1940000000,2.13000000,0.40000000,-0.40000000,5.18000000,,,"M-R relationship",2.950000,87.2440,1.110000,6169.00,"Transit"
"HD 33142","HD 33142 b",3,330.00000000000,1.0740000000,13.70000000,,,400.46379282,15.89142035,-15.89142035,"Msini",0.856000,8.6781,1.520000,5025.40,"Radial Velocity"
"GJ 4274","GJ 4274 b",2,1.63390000000,0.0153000000,1.53000000,,,2.97000000,0.54000000,-0.50000000,"Msini",4.560000,14.7000,0.180000,3228.00,"Radial Velocity"
"Kepler-385","Kepler-385 b",3,10.04368600000,0.0970000000,2.73000000,1.38000000,-1.38000000,12.80000000,11.40000000,-6.80000000,"Mass",3.460000,143.9190,0.992000,6326.00,"Transit"
"HD 27631","HD 27631 b",1,2198.14000000000,3.2420000000,13.50000000,,,495.81231492,63.56568140,-47.67426105,"Mass",1.110000,0.0836,0.944000,5737.00,"Radial Velocity"
"KIC 5479689","KIC 5479689 b",1,1.70153100000,,14.20000000,,,158.91420350,127.13136280,-31.78284070,"Msini",0.305000,,0.966000,5459.10,"Orbital Brightness Modulation"
"TOI-2120","TOI-2120 b",1,5.79981640000,0.0377000000,2.12200000,0.06500000,-0.06500000,6.80000000,,,"Mass",,3.6100,0.211000,3131.00,"Transit"
"Kepler-1257","Kepler-1257 b",1,2.66831376200,0.0376000000,1.52000000,0.18000000,-0.12000000,2.92000000,,,"M-R relationship",4.570000,546.9080,0.900000,5502.00,"Transit"
"Kepler-1744","Kepler-1744 b",1,37.10110092000,0.2094500000,3.76754004,,,13.60000000,,,"M-R relationship",1.400000,21.0000,0.886000,5986.00,"Transit"
"Kepler-901","Kepler-901 b",1,3.51749439400,0.0378000000,1.37000000,0.07000000,-0.06000000,2.45000000,,,"M-R relationship",5.240000,68.7230,0.590000,4184.00,"Transit"
"KELT-6","KELT-6 c",2,1276.00000000000,2.3900000000,13.00000000,,,1179.14930000,66.74430000,-66.74430000,"Msini",2.950000,0.5448,1.126000,6272.00,"Radial Velocity"
"Kepler-298","Kepler-298 b",3,10.47546400000,0.0800000000,1.96000000,0.10000000,-0.10000000,4.50000000,,,"M-R relationship",3.280000,24.7070,0.660000,4465.00,"Transit"
"TIC 279401253","TIC 279401253 c",2,155.30000000000,0.5910000000,12.60000000,,,2548.98382414,57.20911326,-57.20911326,"Msini",7.000000,3.5788,1.130000,5951.00,"Transit"
"Kepler-143","Kepler-143 c",2,27.08251100000,0.1810000000,3.37000000,0.84000000,-0.84000000,11.30000000,,,"M-R relationship",1.620000,58.7000,0.982000,5848.00,"Transit"
