hostname,pl_name,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_dens,pl_insol,st_mass,st_teff,discoverymethod
"Kepler-260","Kepler-260 c",2,76.05017800000,0.3320000000,1.74000000,0.54000000,-0.54000000,3.68000000,,,"M-R relationship",3.840000,6.7750,1.013000,5250.00,"Transit"
"Kepler-484","Kepler-484 b",1,10.04556931300,0.0903600000,2.28000000,0.07000000,-0.05000000,5.82000000,,,"M-R relationship",2.700000,90.6290,0.960000,5668.00,"Transit"
"Kepler-1407","Kepler-1407 b",1,20.07115040000,0.1502000000,2.25000000,0.53000000,-0.32000000,5.69000000,,,"M-R relationship",2.740000,78.6670,1.100000,6010.00,"Transit"
"GJ 1132","GJ 1132 b",2,1.62892911000,0.0157000000,1.19151465,0.03811053,-0.04483592,1.83704819,0.19069704,-0.18751876,"Mass",5.970000,19.3000,0.194500,3229.00,"Transit"
"TRAPPIST-1","TRAPPIST-1 c",7,2.42193700000,0.0158000000,1.09700000,0.01400000,-0.01200000,1.30800000,0.05600000,-0.05600000,"Mass",5.463993,2.2140,0.089800,2566.00,"Transit"
"TOI-5728","TOI-5728 b",1,11.49761000000,,1.31000000,0.05000000,-0.05000000,2.27000000,,,"M-R relationship",5.550000,3.5120,0.360000,3419.00,"Transit"
"Kepler-211","Kepler-211 b",2,4.13857500000,0.0480000000,1.26000000,0.09000000,-0.09000000,2.13000000,,,"M-R relationship",5.850000,158.1880,0.867000,5123.00,"Transit"
"TOI-5515","TOI-5515 b",1,8.59225810839,,2.65362762,0.25797628,-0.22080259,7.53000000,,,"M-R relationship",2.210000,86.6267,0.963000,5483.65,"Transit"
"Kepler-197","Kepler-197 b",4,5.59930800000,0.0600000000,1.02000000,0.04000000,-0.04000000,1.04000000,,,"M-R relationship",5.390000,431.2560,0.857000,6004.00,"Transit"
"Kepler-790","Kepler-790 b",1,13.73469807000,0.1010000000,2.18000000,0.17000000,-0.14000000,5.39000000,,,"M-R relationship",2.860000,38.2740,0.840000,5208.00,"Transit"
"Kepler-113","Kepler-113 c",2,8.92507000000,0.0779600000,2.18000000,0.06000000,-0.06000000,8.70000000,,,"Mass",0.308247,45.5960,0.750000,4725.00,"Transit"
"Kepler-1891","Kepler-1891 b",1,4.02229023000,0.0473000000,1.52139156,,,2.93000000,,,"M-R relationship",4.570000,253.2800,0.873000,5516.00,"Transit"
"Kepler-876","Kepler-876 b",1,5.14438011000,0.0549000000,1.43000000,0.10000000,-0.09000000,2.63000000,,,"M-R relationship",4.940000,152.7460,0.810000,5060.00,"Transit"
"Kepler-1456","Kepler-1456 b",1,18.13738290000,0.1132000000,1.14000000,0.09000000,-0.15000000,1.55000000,,,"M-R relationship",5.750000,8.2340,0.640000,4231.00,"Transit"
"Kepler-571","Kepler-571 b",1,4.79859938800,0.0546000000,2.64000000,0.32000000,-0.17000000,7.46000000,,,"M-R relationship",2.230000,219.0360,0.930000,5527.00,"Transit"
"TOI-5678","TOI-5678 b",1,47.73022000000,0.2490000000,4.91000000,0.08000000,-0.08000000,20.00000000,4.00000000,-4.00000000,"Mass",0.928000,3.8369,0.905000,5485.00,"Transit"
"Kepler-1280","Kepler-1280 b",1,66.55790570000,0.3398200000,1.87000000,0.83000000,-0.29000000,4.16000000,,,"M-R relationship",3.500000,35.2930,1.200000,6227.00,"Transit"
"K2-75","K2-75 c",2,18.31100000000,0.1429000000,2.77000000,0.38000000,-0.38000000,8.10000000,,,"M-R relationship",2.090000,138.0000,1.160000,5995.00,"Transit"
"Kepler-1414","Kepler-1414 b",1,3.51576315000,0.0426000000,1.23000000,0.09000000,-0.08000000,2.04000000,,,"M-R relationship",6.020000,209.4640,0.800000,4951.00,"Transit"
"Kepler-710","Kepler-710 b",1,4.34728552700,0.0524000000,1.88000000,0.24000000,-0.15000000,4.19000000,,,"M-R relationship",3.470000,710.8720,0.940000,5611.00,"Transit"
"TOI-640","TOI-640 b",1,5.00377700000,0.0660800000,19.27944680,0.56044903,-0.56044903,181.16219199,6.35656814,-6.35656814,"Mass",0.138000,1150.1200,1.536000,6460.00,"Transit"
"HD 160691","HD 160691 c",4,3947.00000000000,4.1700000000,,,,1398.44499080,,,"Mass",,0.1092,1.130000,5773.00,"Radial Velocity"
"Kepler-573","Kepler-573 b",1,22.18329658000,0.1452700000,2.79000000,0.36000000,-0.23000000,8.20000000,,,"M-R relationship",2.070000,46.4400,0.990000,5746.00,"Transit"
"Kepler-297","Kepler-297 c",3,74.92013700000,0.3360000000,6.54000000,1.18000000,-1.18000000,42.10000000,14.10000000,-9.30000000,"Mass",0.827000,6.8600,0.927000,5619.00,"Transit"
"HD 10180","HD 10180 h",6,2205.00000000000,3.3810000000,9.40000000,,,64.40000000,4.60000000,-4.60000000,"Msin(i)/sin(i)",0.426000,0.1303,1.060000,5911.00,"Radial Velocity"
"Kepler-1791","Kepler-1791 b",1,7.72086000400,0.0761000000,3.12103321,,,9.91000000,,,"M-R relationship",1.790000,257.1400,0.985000,5887.00,"Transit"
"Kepler-1197","Kepler-1197 b",1,2.03231845000,0.0286900000,1.25000000,0.03000000,-0.09000000,2.10000000,,,"M-R relationship",5.910000,267.1420,0.780000,4708.00,"Transit"
"Kepler-198","Kepler-198 b",3,17.79003700000,0.1310000000,2.82000000,0.42000000,-0.42000000,8.35000000,,,"M-R relationship",2.050000,44.5490,0.995000,5574.00,"Transit"
"K2-148","K2-148 d",3,9.75790000000,0.0774000000,1.64000000,0.24000000,-0.21000000,3.33000000,,,"M-R relationship",4.150000,16.8000,0.650000,4079.00,"Transit"
"Kepler-142","Kepler-142 b",3,2.02415200000,0.0320000000,1.99000000,0.39000000,-0.39000000,4.62000000,,,"M-R relationship",3.220000,1247.9080,0.978000,5790.00,"Transit"
"Kepler-9","Kepler-9 d",3,1.59285100000,0.0273000000,1.64000000,0.19000000,-0.14000000,8.41466053,4.18940522,-4.18940522,"Msini",13.547166,1339.6580,1.070000,5777.00,"Transit"
"WASP-54","WASP-54 b",1,3.69364000000,0.0498800000,17.71022000,1.90553000,-1.90553000,187.51970000,44.49620000,-44.49620000,"Mass",0.167000,1639.1072,1.080000,6100.00,"Transit"
"K2-250","K2-250 b",1,4.01392000000,0.0460600000,2.71257333,0.17934369,-0.13450777,7.81000000,,,"M-R relationship",2.150000,169.2180,0.809000,5003.00,"Transit"
"Kepler-31","Kepler-31 b",3,20.86130000000,0.1600000000,5.50000000,1.10000000,-1.10000000,36.74180000,,,"Mass",0.780000,91.4740,1.210000,6340.00,"Transit"
"CoRoT-7","CoRoT-7 c",3,3.69800000000,0.0460000000,2.83000000,,,8.40000000,0.90000000,-0.90000000,"Mass",2.040000,242.7184,0.899000,5256.00,"Radial Velocity"
"GJ 849","GJ 849 b",2,1925.31000000000,2.3200000000,13.90000000,,,283.82076745,29.87587026,-30.82935548,"Msini",0.581000,0.0048,0.450000,3467.00,"Radial Velocity"
"K2-167","K2-167 b",1,9.97854100000,0.0932000000,2.36509493,0.21297063,-0.14571675,6.50000000,1.60000000,-1.50000000,"Mass",2.870000,317.0000,1.084000,6310.00,"Transit"
"Kepler-1151","Kepler-1151 b",1,65.64784240000,0.3197000000,2.22000000,0.24000000,-0.17000000,5.56000000,,,"M-R relationship",2.790000,4.8600,0.880000,5470.00,"Transit"
"Kepler-1261","Kepler-1261 b",1,48.43089910000,0.2390000000,2.26000000,0.14000000,-0.14000000,5.73000000,,,"M-R relationship",2.730000,4.7440,0.820000,5006.00,"Transit"
"Kepler-1339","Kepler-1339 b",1,1.34155512700,0.0235600000,0.71000000,0.06000000,-0.04000000,0.28500000,,,"M-R relationship",4.380000,3094.8170,0.940000,5586.00,"Transit"
"Kepler-1086","Kepler-1086 c",2,161.51633450000,0.5030000000,2.94000000,0.11000000,-0.13000000,8.96000000,,,"M-R relationship",1.940000,0.5190,0.700000,4350.00,"Transit"
"TOI-2096","TOI-2096 c",2,6.38784000000,0.0400000000,1.91400000,0.09500000,-0.09500000,4.32000000,,,"M-R relationship",3.390000,3.7000,0.231000,3300.00,"Transit"
"Kepler-1758","Kepler-1758 b",1,9.97721004500,0.0919000000,2.57059831,,,7.13000000,,,"M-R relationship",2.310000,93.6400,1.035000,5557.00,"Transit"
"Kepler-352","Kepler-352 c",3,16.33299500000,0.1180000000,1.24000000,0.10000000,-0.10000000,2.07000000,,,"M-R relationship",5.970000,26.3730,0.798000,5212.00,"Transit"
"Kepler-30","Kepler-30 c",3,60.32310500000,0.3000000000,12.30000000,0.40000000,-0.40000000,640.00000000,50.00000000,-50.00000000,"Mass",1.880000,6.2170,0.990000,5498.00,"Transit"
"Kepler-62","Kepler-62 c",5,12.44170000000,0.0929000000,0.54000000,0.03000000,-0.03000000,4.00000000,,,"Mass",,28.4890,0.690000,4925.00,"Transit"
"Kepler-270","Kepler-270 c",2,25.26288700000,0.1800000000,1.77000000,0.37000000,-0.37000000,3.78000000,,,"M-R relationship",3.750000,62.2410,1.170000,6067.00,"Transit"
"HD 19994","HD 19994 b",1,466.20000000000,1.3050000000,13.60000000,,,435.41000000,38.14000000,-38.14000000,"Msini",0.951000,2.2324,1.365000,6188.00,"Radial Velocity"
"Kepler-446","Kepler-446 c",3,3.03617900000,0.0283000000,1.11000000,0.18000000,-0.18000000,1.41000000,,,"M-R relationship",5.670000,6.7050,0.220000,3359.00,"Transit"
"Kepler-1551","Kepler-1551 b",1,24.49736980000,0.1772000000,2.66000000,0.91000000,-0.42000000,7.56000000,,,"M-R relationship",2.210000,60.4210,1.140000,6136.00,"Transit"
"NGTS-15","NGTS-15 b",1,3.27623000000,0.0441000000,12.32987877,1.12089807,-1.12089807,238.68913366,32.41849751,-27.96889982,"Mass",0.740000,425.0000,0.995000,5600.00,"Transit"
"K2-16","K2-16 c",3,19.07863000000,0.1229000000,2.54000000,1.12000000,-0.47000000,6.99000000,,,"M-R relationship",2.340000,13.1000,0.680000,4742.00,"Transit"
"K2-270","K2-270 b",2,1.54306900000,0.0247000000,1.38000000,0.11000000,-0.11000000,2.48000000,,,"M-R relationship",5.190000,497.0717,0.850000,4877.00,"Transit"
"K2-374","K2-374 c",2,16.43445000000,,2.21300000,0.09100000,-0.08600000,5.53000000,,,"M-R relationship",2.800000,,0.731000,5789.00,"Transit"
"Kepler-646","Kepler-646 b",1,15.87364565000,0.1125100000,1.99000000,0.37000000,-0.19000000,4.62000000,,,"M-R relationship",3.220000,38.2290,0.930000,5634.00,"Transit"
"Kepler-1611","Kepler-1611 b",1,5.17624290000,0.0586000000,0.81000000,0.16000000,-0.07000000,0.45700000,,,"M-R relationship",4.730000,146.2200,0.940000,5605.00,"Transit"
"TOI-921","TOI-921 b",1,5.12871907628,,3.53409617,0.45814199,-0.34294656,12.20000000,,,"M-R relationship",1.520000,426.7683,1.130000,6011.66,"Transit"
"Kepler-406","Kepler-406 c",2,4.62332000000,0.0553100000,0.85000000,0.03000000,-0.03000000,2.71000000,1.80000000,-1.80000000,"Mass",24.390000,349.7690,1.070000,5538.00,"Transit"
"Kepler-431","Kepler-431 d",3,11.92200000000,0.1045000000,1.11000000,,,1.41000000,,,"M-R relationship",5.670000,272.8380,1.071000,6004.00,"Transit"
"HD 190360","HD 190360 d",3,88.69000000000,0.3886000000,3.48000000,,,11.90000000,6.20000000,-1.70000000,"Mass",1.550000,7.7173,0.996000,5560.00,"Radial Velocity"
"Kepler-1326","Kepler-1326 b",1,42.35142670000,0.2743000000,4.18000000,1.51000000,-0.76000000,16.30000000,,,"M-R relationship",1.230000,47.8400,1.450000,6725.00,"Transit"
"HD 132563","HD 132563 b",1,1544.00000000000,2.6200000000,13.60000000,,,473.54700000,28.60350000,-28.60350000,"Msini",1.030000,0.3447,1.231000,6289.00,"Radial Velocity"
"HAT-P-44","HAT-P-44 c",2,872.20000000000,1.7520000000,13.00000000,,,1271.30000000,444.90000000,-254.30000000,"Msini",3.180000,0.2084,0.942000,5295.00,"Radial Velocity"
"K2-149","K2-149 b",1,11.33200000000,0.0830000000,1.64000000,0.20000000,-0.18000000,3.33000000,,,"M-R relationship",4.150000,7.0000,0.595000,3745.00,"Transit"
"Kepler-1000","Kepler-1000 b",1,120.01812720000,0.5326000000,4.76000000,0.34000000,-0.31000000,20.30000000,,,"M-R relationship",1.030000,18.0000,1.400000,6453.00,"Transit"
"HD 204313","HD 204313 c",3,34.95875000000,0.2110000000,4.31000000,,,17.16273398,1.58914204,-1.58914204,"Msini",1.180000,28.2644,1.030000,5767.00,"Radial Velocity"
"Kepler-342","Kepler-342 b",4,15.17031800000,0.1280000000,2.25000000,0.40000000,-0.40000000,5.69000000,,,"M-R relationship",2.740000,160.2610,1.213000,6175.00,"Transit"
"HD 4203","HD 4203 c",2,6700.00000000000,6.9500000000,13.30000000,,,689.66000000,165.26000000,-165.26000000,"Msini",1.610000,0.0406,0.990000,5582.00,"Radial Velocity"
"TIC 270471727","TIC 270471727 b",1,10.45623256647,,2.75029559,0.36285616,-0.24677497,8.00000000,,,"M-R relationship",2.110000,283.9789,0.900000,5271.39,"Transit"
"Kepler-1185","Kepler-1185 b",1,104.35189760000,0.4297000000,1.33000000,0.08000000,-0.05000000,2.33000000,,,"M-R relationship",5.440000,9.3100,0.960000,5622.00,"Transit"
"Kepler-596","Kepler-596 b",1,21.30022655000,0.1516100000,3.46000000,1.63000000,-0.47000000,11.80000000,,,"M-R relationship",1.570000,82.3020,1.210000,6267.00,"Transit"
"Kepler-1686","Kepler-1686 b",1,9.30987000000,0.0882700000,1.42553017,,,2.62000000,,,"M-R relationship",4.970000,167.2000,1.020000,5714.96,"Transit"
"Kepler-263","Kepler-263 c",2,47.33277300000,0.2420000000,2.47000000,1.35000000,-1.35000000,6.66000000,,,"M-R relationship",2.430000,5.9940,0.793000,5265.00,"Transit"
"HD 4308","HD 4308 b",1,15.56000000000,0.1200000000,4.12000000,,,15.89150000,0.00000000,0.00000000,"Msini",1.250000,68.8078,0.930000,5686.00,"Radial Velocity"
"TOI-1437","TOI-1437 b",1,18.84094200000,0.1400000000,2.24000000,0.23000000,-0.22000000,9.60000000,3.90000000,-3.30000000,"Mass",3.910000,82.0000,1.100000,6008.00,"Transit"
"Kepler-522","Kepler-522 b",1,38.58422849000,0.2502900000,6.91000000,1.50000000,-1.21000000,38.20000000,,,"M-R relationship",0.636000,63.8550,1.540000,6392.00,"Transit"
"KELT-15","KELT-15 b",1,3.32944000000,0.0461300000,19.50366000,2.24180000,-2.24180000,416.35730000,136.66690000,-136.66690000,"Mass",0.360000,1612.7618,2.060000,6003.00,"Transit"
"TOI-892","TOI-892 b",1,10.62656000000,0.0920000000,11.99363000,0.22418000,-0.22418000,301.93850000,22.24810000,-22.24810000,"Mass",0.962000,571.0070,1.280000,6261.00,"Transit"
"Kepler-1545","Kepler-1545 b",1,163.69234900000,0.5442000000,2.70000000,0.22000000,-0.18000000,7.75000000,,,"M-R relationship",2.160000,1.4080,0.840000,5201.00,"Transit"
"Kepler-1667","Kepler-1667 b",1,83.57810000000,0.3590500000,2.98385261,,,9.19000000,,,"M-R relationship",1.900000,9.3000,1.090000,5941.54,"Transit"
"TOI-2803 A","TOI-2803 A b",1,1.96229325000,0.0318500000,18.11371281,0.38110534,-0.35868738,309.88269682,26.37975778,-22.24798849,"Mass",0.287000,2150.0000,1.118000,6280.00,"Transit"
"K2-34","K2-34 b",1,2.99563480000,0.0442000000,13.75000000,0.58000000,-0.59000000,539.67534000,19.38763000,-15.89150000,"Mass",0.940000,963.5660,1.160000,6168.00,"Transit"
"Kepler-632","Kepler-632 b",1,30.99660733000,0.1885000000,2.21000000,0.33000000,-0.08000000,5.52000000,,,"M-R relationship",2.810000,14.7200,0.910000,5322.00,"Transit"
"K2-133","K2-133 b",4,3.07133000000,0.0319400000,1.34000000,0.07700000,-0.07600000,2.36000000,,,"M-R relationship",5.390000,32.5438,0.461000,3655.00,"Transit"
"Kepler-124","Kepler-124 c",3,13.82137500000,0.1000000000,1.75000000,0.09000000,-0.09000000,3.71000000,,,"M-R relationship",3.800000,30.7160,0.706000,4984.00,"Transit"
"Kepler-1720","Kepler-1720 b",1,12.70639992000,0.1043000000,3.21585295,,,10.40000000,,,"M-R relationship",1.720000,55.8600,0.939000,5573.00,"Transit"
"TOI-1347","TOI-1347 c",2,4.84196200000,0.0546000000,1.60000000,0.10000000,-0.10000000,6.40000000,,,"Mass",4.100000,183.6642,0.913000,5464.00,"Transit"
"Kepler-117","Kepler-117 b",2,18.79592280000,0.1445000000,8.05900000,0.26900000,-0.26900000,29.87500000,10.48800000,-10.48800000,"Mass",0.300000,157.5410,1.129000,6150.00,"Transit"
"Kepler-267","Kepler-267 c",3,6.87745000000,0.0600000000,2.13000000,0.11000000,-0.11000000,5.18000000,,,"M-R relationship",2.950000,17.5830,0.541571,4258.00,"Transit"
"Kepler-1292","Kepler-1292 b",1,3.27646405000,0.0443000000,1.82000000,0.29000000,-0.14000000,3.97000000,,,"M-R relationship",3.620000,521.1010,0.950000,5556.00,"Transit"
"Kepler-1736","Kepler-1736 b",1,37.81029892000,0.2188000000,3.87658560,,,14.30000000,,,"M-R relationship",1.350000,24.2700,0.976000,6085.00,"Transit"
"Kepler-1538","Kepler-1538 b",1,175.13881900000,0.6095000000,2.82000000,0.70000000,-0.31000000,8.35000000,,,"M-R relationship",2.050000,1.9890,1.030000,5837.00,"Transit"
"WASP-66","WASP-66 b",1,4.08605000000,0.0546000000,15.69260000,3.13852000,-3.13852000,746.90050000,311.47340000,-311.47340000,"Mass",1.144000,1434.7739,1.330000,6600.00,"Transit"
"K2-156","K2-156 b",1,0.81314300000,0.0149000000,1.10000000,0.09000000,-0.06000000,1.37000000,,,"M-R relationship",5.660000,654.0363,0.660000,4460.00,"Transit"
"Kepler-1165","Kepler-1165 c",2,29.96870041000,0.1969000000,3.36093385,,,11.20000000,,,"M-R relationship",1.620000,40.7600,1.130000,6249.00,"Transit"
"Kepler-1819","Kepler-1819 b",1,16.48690033000,0.1337000000,3.90351256,,,14.50000000,,,"M-R relationship",1.340000,78.9900,1.173000,6090.00,"Transit"
"Kepler-1821","Kepler-1821 b",1,16.45809937000,0.1244000000,2.59248115,,,7.24000000,,,"M-R relationship",2.280000,40.6100,0.946000,5475.00,"Transit"
"Kepler-1393","Kepler-1393 b",1,2.44357812000,0.0337000000,0.80000000,0.04000000,-0.08000000,0.43700000,,,"M-R relationship",4.690000,574.3700,0.950000,5697.00,"Transit"
"Kepler-1664","Kepler-1664 b",1,14.38680000000,0.1137000000,3.03320653,,,9.45000000,,,"M-R relationship",1.860000,85.4600,0.944000,5735.81,"Transit"
"K2-332","K2-332 b",1,17.70632000000,,2.20000000,0.19000000,-0.15000000,5.48000000,,,"M-R relationship",2.830000,,0.270000,3315.00,"Transit"
"Kepler-102","Kepler-102 b",5,5.28696500000,0.0552100000,0.46000000,0.02600000,-0.02600000,1.10000000,,,"Mass",62.000000,90.0000,0.803000,4909.00,"Transit"
"HATS-31","HATS-31 b",1,3.37796000000,0.0478000000,18.38276000,2.46598000,-2.46598000,279.69040000,38.13960000,-38.13960000,"Mass",0.243000,1619.4060,1.275000,6050.00,"Transit"
"K2-282","K2-282 b",2,4.16978300000,0.0499000000,2.50000000,0.20000000,-0.10000000,6.80000000,,,"M-R relationship",2.390000,245.0004,0.940000,5499.00,"Transit"
"Kepler-255","Kepler-255 d",3,1.04562265800,0.0192000000,1.32000000,0.14000000,-0.10000000,2.30000000,,,"M-R relationship",5.500000,1686.0900,0.900000,5431.00,"Transit"
"HD 196885 A","HD 196885 A b",1,1333.00000000000,2.3700000000,13.20000000,,,819.97000000,50.85000000,-50.85000000,"Msini",1.960000,0.4271,1.280000,6254.00,"Radial Velocity"
"HATS-46","HATS-46 b",1,4.74237290000,0.0536700000,10.12172700,0.65012200,-0.50440500,54.98459000,19.70546000,-19.70546000,"Mass",0.280000,209.7699,0.917000,5495.00,"Transit"
"HD 4917","HD 4917 b",1,400.50000000000,1.1670000000,13.50000000,,,513.29545000,29.24036000,-29.24036000,"Msini",1.150000,20.9781,1.320000,4802.00,"Radial Velocity"
"Kepler-85","Kepler-85 e",4,25.21675100000,0.1630000000,1.27000000,0.20000000,-0.20000000,0.60000000,0.50000000,-0.40000000,"Mass",1.600000,24.3180,0.947000,5436.00,"Transit"
"HATS-8","HATS-8 b",1,3.58389300000,0.0466700000,9.78545700,1.37870700,-0.84067500,43.86054000,6.03877000,-6.03877000,"Mass",0.259000,510.8195,1.056000,5679.00,"Transit"
"Kepler-761","Kepler-761 b",1,10.12804789000,0.0874000000,2.03000000,0.25000000,-0.17000000,4.78000000,,,"M-R relationship",3.140000,95.4470,0.950000,5706.00,"Transit"
"TOI-1117","TOI-1117 b",3,2.22816000000,0.0330000000,2.46000000,0.13000000,-0.12000000,8.90000000,0.95000000,-0.96000000,"Mass",3.300000,928.0000,0.970000,5635.00,"Transit"
"HD 1502","HD 1502 b",1,428.50000000000,1.2620000000,13.20000000,,,874.03250000,50.85280000,-50.85280000,"Msini",2.090000,7.2835,1.460000,4947.00,"Radial Velocity"
"Kepler-826","Kepler-826 b",1,4.48758907000,0.0520200000,1.25000000,0.20000000,-0.14000000,2.10000000,,,"M-R relationship",5.910000,827.2210,1.050000,6079.00,"Transit"
"HD 145377","HD 145377 b",1,103.95000000000,0.4500000000,12.80000000,,,1913.33660000,152.55840000,-152.55840000,"Msini",5.010000,7.7037,1.200000,6014.00,"Radial Velocity"
"TOI-201","TOI-201 d",3,5.84889000000,0.0698000000,1.39000000,0.07000000,-0.07000000,5.80000000,2.00000000,-2.00000000,"Mass",11.000000,389.6690,1.320000,6423.00,"Transit"
"Kepler-1669","Kepler-1669 d",3,4.72941177000,0.0468000000,1.22000000,0.05000000,-0.06000000,1.98000000,,,"M-R relationship",5.990000,47.3000,0.609000,4224.00,"Transit"
"NGC 2682 YBP 1514","NGC 2682 YBP 1514 b",1,5.11800000000,,14.00000000,,,127.13200000,120.77540000,-120.77540000,"Msini",0.255000,,0.960000,5725.00,"Radial Velocity"
"Kepler-1958","Kepler-1958 b",1,9.32861995700,0.0856000000,2.05124311,,,4.86000000,,,"M-R relationship",3.090000,99.6000,0.961000,5749.00,"Transit"
"Kepler-1395","Kepler-1395 b",1,3.78470649000,0.0497400000,0.80000000,0.09000000,-0.06000000,0.43700000,,,"M-R relationship",4.690000,730.5310,1.170000,6138.00,"Transit"
"TOI-2169 A","TOI-2169 A b",1,8.21482820000,0.0896000000,12.50922246,0.41473229,-0.40352331,329.58805806,24.47278734,-24.15495893,"Mass",0.920000,577.0000,1.420000,6270.00,"Transit"
"Kepler-733","Kepler-733 b",1,20.83424726000,0.1483000000,2.82000000,0.46000000,-0.19000000,8.35000000,,,"M-R relationship",2.050000,24.5070,0.900000,5418.00,"Transit"
"TOI-469","HIP 29442 c",3,3.53795590000,0.0451800000,1.55100000,0.04500000,-0.04500000,4.50000000,0.32000000,-0.32000000,"Mass",6.300000,451.0000,0.901000,5289.00,"Radial Velocity"
"HD 114783","HD 114783 c",2,4352.00000000000,5.0000000000,13.40000000,,,603.87397330,158.91420350,-127.13136280,"Mass",1.380000,0.0170,0.900000,5135.00,"Radial Velocity"
"Kepler-1603","Kepler-1603 b",1,2.27163926000,0.0351000000,1.29000000,0.47000000,-0.19000000,2.21000000,,,"M-R relationship",5.660000,1269.4600,1.210000,6241.00,"Transit"
"Kepler-113","Kepler-113 b",2,4.75400000000,0.0512300000,1.82000000,0.05000000,-0.05000000,11.70000000,4.20000000,-4.20000000,"Mass",10.730000,105.3330,0.750000,4725.00,"Transit"
"Kepler-996","Kepler-996 b",1,3.77059058400,0.0474000000,1.98000000,0.63000000,-0.25000000,4.58000000,,,"M-R relationship",3.240000,723.0810,1.090000,6014.00,"Transit"
"Kepler-122","Kepler-122 b",5,5.76619300000,0.0640000000,2.34000000,0.46000000,-0.46000000,6.08000000,,,"M-R relationship",2.610000,448.1020,0.982000,6050.00,"Transit"
"TOI-7510","TOI-7510 d",3,48.86446800000,0.2672000000,10.52000000,0.32000000,-0.32000000,190.00000000,20.00000000,-20.00000000,"Mass",0.890000,20.6036,1.063000,5720.00,"Transit"
"HD 114386","HD 114386 b",2,937.70001000000,1.7300000000,13.60000000,,,464.02947422,117.59651059,-69.92224954,"Mass",1.010000,0.0964,0.600000,4836.00,"Radial Velocity"
"Kepler-305","Kepler-305 e",4,3.20538000000,0.0401700000,1.79381530,,,3.87000000,,,"M-R relationship",3.680000,220.4000,0.820000,4974.00,"Transit"
"TOI-257","TOI-257 b",1,18.38818000000,0.1528000000,7.16253867,0.14571675,-0.14571675,43.86032017,7.31005336,-7.31005336,"Mass",0.650000,186.0000,1.407000,6095.00,"Transit"
"Kepler-24","Kepler-24 b",4,8.14000000000,0.0804500000,2.34800000,0.09200000,-0.09100000,11.14000000,2.25000000,-1.93000000,"Mass",4.686574,252.2460,1.060000,6028.00,"Transit"
"K2-345","K2-345 b",1,10.36743700000,,2.11000000,0.20000000,-0.09000000,5.10000000,,,"M-R relationship",2.980000,,0.560000,3779.00,"Transit"
"Kepler-221","Kepler-221 b",4,2.79590600000,0.0370000000,1.71000000,0.17000000,-0.17000000,5.95575000,,,"Mass",0.190000,308.8850,0.854000,5243.00,"Transit"
"Kepler-295","Kepler-295 b",3,12.64516400000,0.0990000000,1.22000000,0.64000000,-0.64000000,1.98000000,,,"M-R relationship",5.990000,287.5000,0.890000,5603.00,"Transit"
"Kepler-233","Kepler-233 b",2,8.47238200000,0.0770000000,2.43000000,0.66000000,-0.66000000,6.48000000,,,"M-R relationship",2.480000,85.1310,0.855000,5360.00,"Transit"
"K2-119","K2-119 b",1,7.72728300000,0.0698000000,2.53000000,0.20000000,-0.20000000,6.94000000,,,"M-R relationship",2.350000,54.9000,0.760000,4740.00,"Transit"
"HD 117618","HD 117618 b",1,25.80000000000,0.1800000000,8.59000000,,,55.30242000,4.44962000,-4.44962000,"Msini",0.479000,50.4075,1.077000,5990.00,"Radial Velocity"
"Kepler-131","Kepler-131 c",2,25.51690000000,0.1739100000,0.84000000,0.07000000,-0.07000000,8.25000000,5.90000000,-5.90000000,"Mass",77.700000,35.7360,1.020000,5685.00,"Transit"
"K2-341","K2-341 b",1,36.55255100000,,3.21000000,0.25000000,-0.19000000,10.40000000,,,"M-R relationship",1.730000,,0.980000,5817.00,"Transit"
"HD 214823","HD 214823 b",1,1854.84424000000,3.0800000000,12.10000000,,,5914.78665427,1316.76309020,-339.75856708,"Mass",18.300000,0.4586,1.115000,6215.00,"Radial Velocity"
"Kepler-95","Kepler-95 b",1,11.52310000000,0.1023200000,3.42000000,0.09000000,-0.09000000,13.00000000,2.90000000,-2.90000000,"Mass",1.710000,178.8320,1.080000,5699.00,"Transit"
"Kepler-221","Kepler-221 e",4,18.36991700000,0.1300000000,2.63000000,0.25000000,-0.25000000,7.86706000,,,"Mass",0.570000,25.1560,0.854000,5243.00,"Transit"
"Kepler-1227","Kepler-1227 b",1,94.28875770000,0.3855500000,2.29000000,0.52000000,-0.23000000,5.86000000,,,"M-R relationship",2.680000,4.1790,0.970000,5747.00,"Transit"
"Kepler-1557","Kepler-1557 b",1,3.74032496000,0.0490000000,1.53000000,0.50000000,-0.21000000,2.96000000,,,"M-R relationship",4.540000,645.5430,1.110000,6099.00,"Transit"
"AT2021ueyL","AT2021ueyL b",1,4168.69000000000,4.0100000000,13.60000000,,,425.89006538,143.02278315,-158.91420350,"Mass",0.930000,,0.490000,3680.00,"Microlensing"
"Kepler-52","Kepler-52 d",3,36.44517100000,0.1820000000,1.95000000,0.21000000,-0.21000000,88.87750000,,,"Mass",18.000000,2.9450,0.577000,4263.00,"Transit"
