pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_orbper,pl_dens,discoverymethod,st_teff,st_mass,st_met
"PSR B0329+54 b",1.22000000,,,1.97000000,0.19000000,-0.19000000,"Msini",10140.00000000000,5.960000,"Pulsar Timing",,1.440000,
"NGTS-18 b",13.56286665,2.01761653,-2.01761653,129.99181846,25.74410097,-20.02318964,"Mass",3.05125000000,0.280000,"Transit",5610.00,1.003000,0.1500
"K2-166 b",2.19000000,0.20000000,-0.19000000,5.43000000,,,"M-R relationship",8.52695000000,2.840000,"Transit",5960.00,1.160000,0.0900
"Kepler-295 c",1.17000000,0.62000000,-0.62000000,1.71000000,,,"M-R relationship",21.52625800000,5.870000,"Transit",5603.00,0.890000,-0.0300
"HD 8673 b",12.30000000,,,4210.59073594,536.49435102,-450.04502431,"Mass",1644.69097000000,12.400000,"Radial Velocity",6389.05,1.280000,0.1474
"HATS-17 b",8.70939300,0.62770400,-0.62770400,425.25654000,20.65895000,-20.65895000,"Mass",16.25461100000,3.500000,"Transit",5846.00,1.131000,0.3000
"Kepler-323 c",1.57000000,0.04000000,-0.04000000,6.80000000,3.40000000,-3.20000000,"Mass",3.55382290000,9.600000,"Transit",6004.00,1.015000,-0.1400
"Kepler-626 b",2.29000000,0.28000000,-0.20000000,5.86000000,,,"M-R relationship",14.48585199000,2.680000,"Transit",5813.00,1.010000,0.0100
"TOI-431 d",3.29000000,0.09000000,-0.09000000,9.90000000,1.53000000,-1.49000000,"Mass",12.46103000000,1.360000,"Transit",4850.00,0.780000,0.2000
"GJ 3929 c",2.26000000,,,5.71000000,0.94000000,-0.94000000,"Msini",15.04000000000,2.720000,"Radial Velocity",3384.00,0.313000,-0.0200
"TOI-199 b",9.07927437,0.05604490,-0.05604490,54.03082919,6.35656814,-6.35656814,"Mass",104.85400000000,0.397000,"Transit",5255.00,0.936000,0.2200
"Kepler-230 b",4.26000000,2.17000000,-2.17000000,16.80000000,,,"M-R relationship",32.62555500000,1.190000,"Transit",5588.00,0.784000,-0.2100
"Kepler-933 b",2.46000000,0.23000000,-0.16000000,6.62000000,,,"M-R relationship",14.20443009000,2.440000,"Transit",5346.00,0.870000,-0.0200
"HD 11506 b",12.90000000,,,1551.00262616,631.20721630,-105.83685953,"Mass",1617.70000000000,3.970000,"Radial Velocity",6123.00,1.220000,0.3000
"K2-251 b",2.35000000,0.26000000,-0.21000000,6.12000000,,,"M-R relationship",9.30075000000,2.590000,"Transit",3717.00,0.520000,-0.0400
"Kepler-867 b",4.64000000,0.41000000,-0.30000000,19.40000000,,,"M-R relationship",150.24212700000,1.070000,"Transit",5541.00,0.920000,-0.0200
"K2-219 c",1.43839723,0.21399624,-0.19150365,2.66000000,,,"M-R relationship",6.66767000000,4.910000,"Transit",5753.00,1.021545,0.1300
"K2-200 b",1.36439870,0.14347100,-0.10540256,2.43000000,,,"M-R relationship",2.84988300000,5.260000,"Transit",5233.00,0.860208,-0.0400
"TOI-1772.01",2.90500000,0.32800000,-0.21400000,8.78000000,,,"M-R relationship",8.05424687400,1.970000,"Transit",5583.00,0.990000,0.1282
"TOI-836.01",2.58700000,0.08800000,-0.08800000,9.60000000,2.70000000,-2.50000000,"Mass",8.59545000000,3.060000,"Transit",4552.00,0.678000,-0.2840
"HD 32518 b",13.20000000,,,905.49313154,50.85254512,-54.34865760,"Msini",157.35000000000,2.160000,"Radial Velocity",4580.00,1.130000,-0.1500
"Kepler-523 b",1.96000000,0.08000000,-0.06000000,4.50000000,,,"M-R relationship",5.83598311100,3.280000,"Transit",5515.00,0.930000,-0.0300
"Kepler-149 d",3.96000000,0.68000000,-0.68000000,14.90000000,,,"M-R relationship",160.01803200000,1.320000,"Transit",5381.00,1.013000,0.3805
"TOI-5803 b",3.27320000,0.12510000,-0.11940000,10.70000000,,,"M-R relationship",5.38305000000,1.680000,"Transit",5134.00,0.870000,
"Kepler-94 b",3.51000000,0.15000000,-0.15000000,10.84000000,1.40000000,-1.40000000,"Mass",2.50806000000,1.450000,"Transit",4781.00,0.810000,0.3400
"Kepler-730 c",1.56926000,0.13450800,-0.13450800,3.09000000,,,"M-R relationship",2.85188338000,4.390000,"Transit",5620.00,1.047000,0.2100
"Kepler-1316 b",3.54000000,0.55000000,-0.38000000,12.30000000,,,"M-R relationship",87.97321360000,1.520000,"Transit",5884.00,1.040000,0.0300
"Kepler-539 b",8.37312300,0.19055300,-0.19055300,308.29510000,92.17070000,-92.17070000,"Mass",125.63243000000,2.900000,"Transit",5820.00,1.048000,-0.0100
"TOI-1798.01",2.44800000,0.31900000,-0.19400000,6.50000000,2.00000000,-2.00000000,"Mass",8.02152233100,2.610000,"Transit",5165.00,0.870000,0.0730
"Kepler-991 b",2.54000000,0.13000000,-0.12000000,6.99000000,,,"M-R relationship",82.53425190000,2.340000,"Transit",4392.00,0.640000,-0.2500
"TOI-1117 c",2.91000000,,,8.78000000,1.19000000,-1.21000000,"Msini",4.57900000000,1.960000,"Radial Velocity",5635.00,0.970000,0.1360
"Kepler-1369 b",2.69000000,0.42000000,-0.25000000,7.70000000,,,"M-R relationship",25.87314800000,2.170000,"Transit",5761.00,0.990000,0.0000
"Kepler-289 e",2.94000000,0.46000000,-0.38000000,17.40000000,1.30000000,-1.20000000,"Mass",330.07160000000,2.920000,"Transit",5990.00,1.061000,-0.0098
"Kepler-1136 b",1.64000000,0.10000000,-0.09000000,3.33000000,,,"M-R relationship",2.36172432900,4.150000,"Transit",4512.00,0.720000,0.0300
"Kepler-1364 b",2.15000000,0.80000000,-0.39000000,5.27000000,,,"M-R relationship",13.32196237000,2.910000,"Transit",6805.00,1.490000,0.0400
"KOI-1783.02",5.44000000,0.52000000,-0.30000000,15.00000000,4.30000000,-3.60000000,"Mass",284.21500000000,0.510000,"Transit",5922.00,1.076000,0.1100
"Gl 686 b",2.46000000,,,6.62400000,0.43200000,-0.43200000,"Msini",15.53000000000,2.450000,"Radial Velocity",3656.00,0.426000,-0.2300
"K2-354 b",1.56000000,0.08000000,-0.08000000,3.05000000,,,"M-R relationship",3.79330600000,4.410000,"Transit",3669.00,0.430000,-0.0400
"Kepler-243 c",1.99000000,0.97000000,-0.97000000,4.62000000,,,"M-R relationship",20.02621800000,3.220000,"Transit",5228.00,0.904000,0.2600
"Kepler-80 d",1.53000000,0.09000000,-0.07000000,6.75000000,0.69000000,-0.51000000,"Mass",3.07222000000,7.040000,"Transit",4540.00,0.730000,0.0400
"GJ 4274 c",2.83000000,,,8.39000000,1.68000000,-1.57000000,"Msini",69.57000000000,2.030000,"Radial Velocity",3228.00,0.180000,-0.1900
"K2-268 f",2.23000000,0.15000000,-0.09000000,5.60000000,,,"M-R relationship",26.27057000000,2.770000,"Transit",5106.00,0.840000,0.0300
"HD 44219 b",14.10000000,,,184.34047606,28.60455663,-25.42627256,"Mass",472.00000000000,0.361000,"Radial Velocity",5752.00,1.200000,0.0300
"TOI-6029 b",14.39233122,1.09848011,-1.09848011,519.64944544,10.17050902,-10.17050902,"Mass",5.79870000000,0.958000,"Transit",6223.00,1.548000,0.3700
"Kepler-330 c",1.95000000,0.72000000,-0.72000000,4.46000000,,,"M-R relationship",15.95538700000,3.310000,"Transit",5117.00,0.848000,0.1600
"Kepler-60 c",1.90000000,0.15000000,-0.15000000,3.85000000,0.81000000,-0.81000000,"Mass",8.91870000000,3.060000,"Transit",5905.00,1.041000,-0.0900
"Kepler-1504 b",2.13000000,0.23000000,-0.19000000,5.18000000,,,"M-R relationship",82.30400300000,2.950000,"Transit",5393.00,0.850000,-0.1700
"K2-374 b",1.59300000,0.06100000,-0.05800000,3.16000000,,,"M-R relationship",4.52195300000,4.300000,"Transit",5789.00,0.731000,-0.2920
"Kepler-56 c",9.80000000,0.46000000,-0.46000000,181.00000000,21.00000000,-19.00000000,"Mass",21.40239000000,1.060000,"Transit",4840.00,1.320000,0.2000
"TOI-2570 b",13.64132951,0.39231432,-0.38110534,260.61929374,20.02318964,-20.65884645,"Mass",2.98876150000,0.563000,"Transit",5771.00,1.063000,0.1910
"Kepler-301 d",1.75000000,0.94000000,-0.94000000,3.71000000,,,"M-R relationship",13.75124300000,3.800000,"Transit",5815.00,1.022000,0.1870
"HD 136925 b",13.90000000,,,266.97586188,24.79061575,-23.51930212,"Msini",4540.00000000000,0.546000,"Radial Velocity",5773.19,0.875104,-0.2172
"K2-199 b",1.73000000,0.05000000,-0.04000000,6.90000000,1.80000000,-1.80000000,"Mass",3.22539930000,7.200000,"Transit",4491.00,0.711000,-0.0100
"WASP-83 b",11.65736000,0.89672000,-0.56045000,95.34900000,9.53490000,-9.53490000,"Mass",4.97125200000,0.350000,"Transit",5510.00,1.110000,0.2900
"Kepler-290 d",0.86000000,0.12000000,-0.07000000,0.56600000,,,"M-R relationship",0.76401755300,4.890000,"Transit",5142.00,0.840000,-0.0600
"HD 15906 b",2.24000000,0.08000000,-0.08000000,5.65000000,,,"M-R relationship",10.92470900000,2.760000,"Transit",4757.00,0.790000,0.0200
"K2-240 b",2.00000000,0.20000000,-0.10000000,4.66000000,,,"M-R relationship",6.03400000000,3.200000,"Transit",3810.00,0.580000,-0.1000
"Kepler-306 c",2.35000000,0.19000000,-0.19000000,6.12000000,,,"M-R relationship",7.24019300000,2.590000,"Transit",4954.00,0.750000,-0.1300
"WASP-95 b",13.78707000,1.00881000,-1.00881000,457.67520000,88.99240000,-88.99240000,"Mass",2.18467000000,0.840000,"Transit",5830.00,1.460000,0.1400
"HD 8535 b",14.00000000,,,216.12440000,22.24810000,-12.71320000,"Msini",1313.00000000000,0.433000,"Radial Velocity",6136.00,1.130000,0.0600
"HD 134060 c",5.91000000,,,29.29000000,4.43000000,-4.24000000,"Msini",1291.56460000000,0.780000,"Radial Velocity",5966.00,1.095000,0.1400
"HD 196050 b",12.90000000,,,1493.79351290,254.26272560,-254.26272560,"Mass",1392.00000000000,3.820000,"Radial Velocity",5879.00,1.270000,0.2290
"Kepler-83 b",2.83000000,0.41000000,-0.41000000,2.94000000,0.88000000,-0.62000000,"Mass",9.77000000000,0.520000,"Transit",4082.00,0.660000,-0.2000
"HD 141399 b",14.30000000,,,143.34133000,9.53490000,-9.53490000,"Msini",94.44000000000,0.269000,"Radial Velocity",5600.00,1.070000,0.3500
"TOI-1243 b",2.33000000,0.12000000,-0.12000000,7.70000000,1.50000000,-1.50000000,"Mass",4.65947790000,3.300000,"Transit",3515.00,0.515000,-0.2000
"K2-187 d",2.40000000,0.30000000,-0.30000000,6.35000000,,,"M-R relationship",7.14958400000,2.520000,"Transit",5438.00,0.966999,0.0000
"Kepler-938 b",2.22000000,0.25000000,-0.16000000,5.56000000,,,"M-R relationship",52.62984170000,2.790000,"Transit",5533.00,0.920000,-0.0300
"Kepler-799 b",6.88000000,0.85000000,-0.57000000,37.90000000,,,"M-R relationship",133.46052350000,0.640000,"Transit",5681.00,0.950000,-0.0700
"EPIC 212587672 b",1.26000000,0.11000000,-0.09000000,2.13000000,,,"M-R relationship",15.28078000000,5.850000,"Transit",6004.00,0.990000,-0.1800
"HD 98736 b",13.30000000,,,740.54390000,247.90740000,-247.90740000,"Msini",968.80000000000,1.730000,"Radial Velocity",5271.00,0.920000,0.3600
"HD 148164 c",12.80000000,,,1640.00280000,260.62060000,-260.62060000,"Msini",5062.00000000000,4.300000,"Radial Velocity",6032.00,1.210000,0.2400
"TOI-1732 b",2.49549787,0.26967151,-0.22533450,6.78000000,,,"M-R relationship",4.11923678339,2.400000,"Transit",4201.93,0.613891,
"HAT-P-68 b",12.01604800,0.13450800,-0.13450800,230.10892000,13.66669000,-13.66669000,"Mass",2.29840551000,0.727000,"Transit",4508.00,0.678500,-0.0590
"TOI-1416 b",1.62000000,0.08000000,-0.08000000,3.48000000,0.47000000,-0.47000000,"Mass",1.06975680000,4.500000,"Transit",4884.00,0.798000,0.0800
"TOI-1136 c",2.87900000,0.06000000,-0.06200000,6.32000000,1.10000000,-1.30000000,"Mass",6.25740000000,1.450000,"Transit",5770.00,1.022000,0.0700
"TOI-6894 b",9.58367850,0.24659758,-0.24659758,53.39517238,6.99222495,-6.99222495,"Mass",3.37077196000,0.334000,"Transit",3007.00,0.207000,0.1420
"WASP-185 b",14.01125000,0.89672000,-0.89672000,311.47340000,19.06980000,-19.06980000,"Mass",9.38755000000,0.660000,"Transit",5900.00,1.120000,-0.0200
"Kepler-873 b",3.75000000,1.64000000,-0.55000000,13.50000000,,,"M-R relationship",20.55338440000,1.410000,"Transit",6163.00,1.180000,0.0700
"HD 164509 b",14.30000000,,,140.79869000,26.37989000,-26.37989000,"Msini",280.17000000000,0.265000,"Radial Velocity",5859.00,1.120000,0.2000
"Kepler-1093 c",1.96000000,0.72000000,-0.27000000,4.50000000,,,"M-R relationship",89.72229200000,3.280000,"Transit",6166.00,1.130000,-0.0100
"Kepler-1315 c",1.84398883,,,4.06000000,,,"M-R relationship",6.56606006600,3.560000,"Transit",4818.00,0.809000,0.5600
"Kepler-982 b",2.25000000,0.47000000,-0.27000000,5.69000000,,,"M-R relationship",15.77382210000,2.740000,"Transit",6139.00,1.160000,0.0500
"Ross 508 b",1.83000000,,,4.00000000,0.53000000,-0.55000000,"Msini",10.77000000000,3.590000,"Radial Velocity",3071.00,0.177400,-0.2000
"Kepler-132 b",1.21000000,0.24000000,-0.24000000,1.92000000,,,"M-R relationship",6.17819600000,5.960000,"Transit",6003.00,0.929000,-0.2159
"K2-81 b",1.97000000,0.13000000,-0.11000000,4.54000000,,,"M-R relationship",6.10232500000,3.260000,"Transit",4674.13,0.745273,
"Kepler-609 b",3.35000000,1.07000000,-0.44000000,11.20000000,,,"M-R relationship",6.52121066600,1.640000,"Transit",5971.00,1.090000,0.0600
"Kepler-1841 b",1.48912557,,,2.82000000,,,"M-R relationship",25.88599968000,4.690000,"Transit",5190.00,0.823000,0.1200
"Kepler-132 c",1.28000000,0.25000000,-0.25000000,2.18000000,,,"M-R relationship",6.41491400000,5.710000,"Transit",6003.00,0.929000,-0.2159
"Kepler-1681 b",2.55321772,,,7.05000000,,,"M-R relationship",69.89560000000,2.330000,"Transit",5756.40,0.893000,0.1064
"Kepler-383 b",1.32000000,0.52000000,-0.52000000,2.30000000,,,"M-R relationship",12.90453200000,5.500000,"Transit",4710.00,0.669000,-0.1785
"Kepler-696 b",6.14000000,1.63000000,-0.70000000,31.30000000,,,"M-R relationship",4.19042557500,0.743000,"Transit",5903.00,1.060000,0.0700
"HIP 67522 c",7.93595834,0.34747840,-0.35868738,48.30000000,,,"M-R relationship",14.33489200000,0.531000,"Transit",5675.00,1.220000,0.0000
"TOI-4336 A c",1.25100000,0.06600000,-0.06600000,1.55000000,0.13000000,-0.13000000,"Mass",7.58726600000,4.350000,"Transit",3307.00,0.306000,0.1400
"K2-293 b",2.45000000,0.35000000,-0.25000000,6.57000000,,,"M-R relationship",13.12250000000,2.450000,"Transit",5532.00,0.958000,0.2180
"L 98-59 f",1.48000000,,,2.80000000,0.30000000,-0.30000000,"Msini",23.06400000000,5.000000,"Radial Velocity",3415.00,0.292300,-0.4600
"KELT-18 b",17.59813000,0.47077800,-0.40352400,375.03940000,34.96130000,-34.96130000,"Mass",2.87175180000,0.377000,"Transit",6670.00,1.524000,0.0900
"Kepler-1353 b",1.80000000,0.37000000,-0.13000000,3.89000000,,,"M-R relationship",24.75439660000,3.670000,"Transit",4776.00,0.760000,-0.0600
"Kepler-1732 b",4.09903273,,,15.70000000,,,"M-R relationship",32.31240082000,1.250000,"Transit",5821.00,1.043000,0.0400
"Kepler-168 c",2.69000000,1.21000000,-1.21000000,7.70000000,,,"M-R relationship",13.19324200000,2.170000,"Transit",6282.00,1.113000,0.0900
"Kepler-1535 b",2.55000000,0.25000000,-0.19000000,7.04000000,,,"M-R relationship",138.94420000000,2.330000,"Transit",6021.00,1.080000,0.0000
"Kepler-51 c",9.00000000,2.80000000,-1.70000000,4.00000000,0.40000000,-0.40000000,"Mass",85.31200000000,0.030000,"Transit",6018.00,1.040000,0.0500
"WASP-104 b",12.74500000,0.41500000,-0.41500000,404.26300000,14.93700000,-14.93700000,"Mass",1.75541370000,1.074000,"Transit",5475.00,1.076000,0.3200
"Kepler-167 d",1.23800000,0.06400000,-0.06400000,2.06000000,,,"M-R relationship",21.80379000000,5.970000,"Transit",4884.00,0.777000,0.0200
"KOI-94 b",1.71000000,0.16000000,-0.16000000,10.50000000,4.60000000,-4.60000000,"Mass",3.74320800000,10.100000,"Transit",6182.00,1.277000,0.0228
"TOI-771 c",1.50000000,,,2.87000000,0.41000000,-0.38000000,"Msini",7.61000000000,4.670000,"Radial Velocity",3370.00,0.220000,-0.1300
"Kepler-167 b",1.71800000,0.07000000,-0.07000000,3.60000000,,,"M-R relationship",4.39315390000,3.900000,"Transit",4884.00,0.777000,0.0200
"GJ 341 b",0.88000000,0.05000000,-0.05000000,4.00000000,,,"Mass",7.57686000000,,"Transit",3770.00,0.480000,-0.1600
"KOI-94 e",6.56000000,0.62000000,-0.62000000,35.00000000,18.00000000,-28.00000000,"Mass",54.32031000000,0.600000,"Transit",6182.00,1.277000,0.0228
"TOI-2537 c",12.70000000,,,2297.89938261,165.27077164,-143.02278315,"Msini",1920.00000000000,6.160000,"Radial Velocity",4870.00,0.771000,0.0800
"TOI-762 A b",8.33948164,0.19055267,-0.19055267,79.77493016,13.34879309,-13.34879309,"Mass",3.47168260000,0.760000,"Transit",3266.00,0.442000,0.3570
"HD 99283 b",13.80000000,,,308.29355479,19.06970442,-79.45710175,"Msini",310.40000000000,0.645000,"Radial Velocity",4886.00,1.760000,-0.1600
"TIC 24750448 b",2.43722231,0.31643391,-0.26812680,6.51000000,,,"M-R relationship",3.59159193029,2.470000,"Transit",4545.43,0.690000,
"Kepler-1642 c",2.66000000,0.29000000,-0.21000000,7.56000000,,,"M-R relationship",6.65138020000,2.210000,"Transit",5355.00,0.880000,-0.0100
"Kepler-1011 b",2.87000000,0.29000000,-0.44000000,8.60000000,,,"M-R relationship",5.75322197400,2.000000,"Transit",5416.00,0.910000,0.0800
"Kepler-227 c",3.04000000,1.53000000,-1.53000000,9.48000000,,,"M-R relationship",54.41869400000,1.850000,"Transit",5854.00,0.954000,0.1000
"Kepler-622 b",2.13000000,0.28000000,-0.16000000,5.18000000,,,"M-R relationship",14.28226676000,2.950000,"Transit",4201.00,0.640000,-0.0900
"K2-187 e",1.90000000,0.30000000,-0.30000000,4.27000000,,,"M-R relationship",13.60662900000,3.420000,"Transit",5438.00,0.966999,0.0000
"Kepler-656 c",1.41000000,0.38000000,-0.11000000,2.57000000,,,"M-R relationship",5.25449393000,5.040000,"Transit",5550.00,1.050000,0.4600
"Kepler-457 d",2.98467257,,,9.19000000,,,"M-R relationship",10.69060040000,1.900000,"Transit",6474.00,1.148000,-0.1600
"Kepler-44 b",12.22000000,0.78000000,-0.78000000,317.82000000,31.78000000,-31.78000000,"Mass",3.24672930000,0.930000,"Transit",5800.00,1.120000,0.1500
"HD 165131 b",12.10000000,,,5943.39121090,444.95976980,-317.82840700,"Mass",2342.60000000000,18.400000,"Radial Velocity",5870.00,1.060000,0.0600
"Kepler-1944 b",2.75971163,,,8.05000000,,,"M-R relationship",9.84257984200,2.100000,"Transit",5585.00,1.064000,0.4800
"HD 81817 b",12.00000000,,,7668.56380410,3097.87348303,-219.61942924,"Mass",1021.20159000000,24.400000,"Radial Velocity",4140.00,4.300000,-0.1700
"Kepler-1814 c",1.76000000,0.13000000,-0.18000000,3.75000000,,,"M-R relationship",0.62628176600,3.780000,"Transit",4922.00,0.790000,0.2000
"K2-368 c",1.36100000,0.11400000,-0.10600000,2.42000000,,,"M-R relationship",9.66018600000,5.270000,"Transit",4663.00,0.746000,-0.2500
"BD+15 2375 b",13.80000000,,,337.21763000,85.81410000,-85.81410000,"Msini",153.22000000000,0.705000,"Radial Velocity",4649.00,1.080000,-0.2200
"HD 170469 b",14.10000000,,,209.76780000,34.96130000,-34.96130000,"Msini",1145.00000000000,0.411000,"Radial Velocity",5842.00,1.100000,0.2900
"TOI-4662 b",2.87998299,0.47691110,-0.35910658,8.65000000,,,"M-R relationship",4.70343764575,1.990000,"Transit",4520.41,0.703000,
"Kepler-332 b",1.17000000,0.08000000,-0.08000000,1.71000000,,,"M-R relationship",7.62632400000,5.870000,"Transit",4955.00,0.743000,-0.1300
"Kepler-892 b",2.81000000,0.37000000,-0.27000000,8.30000000,,,"M-R relationship",13.75210720000,2.060000,"Transit",4747.00,0.750000,-0.0400
"Kepler-222 b",3.16000000,1.40000000,-1.40000000,10.10000000,,,"M-R relationship",3.93698100000,1.760000,"Transit",5433.00,0.933000,0.3300
"Qatar-10 b",17.29548700,0.44836000,-0.44836000,233.92288000,28.60470000,-28.60470000,"Mass",1.64532100000,0.248000,"Transit",6124.00,1.156000,0.0160
"Kepler-1529 b",2.10000000,0.15000000,-0.11000000,5.06000000,,,"M-R relationship",5.33905686000,3.000000,"Transit",5048.00,0.810000,-0.0300
"Pr0201 b",14.20000000,,,171.62820000,38.13960000,-38.13960000,"Msini",4.42640000000,0.329000,"Radial Velocity",6174.00,1.240000,0.1900
"KOI-94 c",4.32000000,0.41000000,-0.41000000,15.60000000,5.70000000,-15.60000000,"Mass",10.42364800000,0.910000,"Transit",6182.00,1.277000,0.0228
"HAT-P-13 b",14.25800000,0.72900000,-0.72900000,270.46200000,12.07700000,-12.07700000,"Mass",2.91625000000,0.340833,"Transit",5653.00,1.320000,0.4600
"WASP-6 b",12.54284940,0.19055267,-0.20176165,148.42586607,7.62788177,-7.31005336,"Mass",3.36100260000,0.440298,"Transit",5438.00,0.854000,-0.1500
"WASP-84 b",10.72000000,0.27000000,-0.27000000,220.00000000,18.00000000,-18.00000000,"Mass",8.52349648000,0.980000,"Transit",5280.00,0.853000,0.0000
"WASP-20 b",15.46839337,0.44835923,-0.44835923,98.84100000,5.40300000,-5.40300000,"Mass",4.89964477000,0.156491,"Transit",5940.00,1.200000,-0.0080
"WASP-31 b",17.36300000,0.56000000,-0.56000000,151.91600000,9.21700000,-9.21700000,"Mass",3.40590960000,0.172000,"Transit",6302.00,1.163000,-0.2000
"HD 81040 b",12.60000000,,,2301.07766668,317.82840700,-117.59651059,"Mass",1002.70000000000,6.320000,"Radial Velocity",5755.00,0.990000,-0.0400
"Kepler-357 b",1.84000000,1.08000000,-1.08000000,4.04000000,,,"M-R relationship",6.47543400000,3.560000,"Transit",5036.00,0.794000,0.0600
"Kepler-554 b",4.29000000,0.27000000,-0.21000000,17.00000000,,,"M-R relationship",1.90220855600,1.180000,"Transit",5447.00,0.930000,0.1400
"TOI-2295 b",16.47720163,9.52763359,-5.94075977,278.09985612,13.34879309,-13.03096469,"Mass",30.03330200000,0.340000,"Transit",5730.00,1.168000,0.3160
"TOI-969 c",12.40000000,,,3591.46099910,349.61124770,-286.04556630,"Msini",1700.00000000000,10.400000,"Radial Velocity",4435.00,0.734000,0.1750
"GJ 3082 b",2.79000000,,,8.20000000,1.70000000,-1.70000000,"Msini",11.94900000000,2.070000,"Radial Velocity",3910.00,0.470000,
"HD 40307 f",2.13000000,,,5.20000000,1.50000000,-1.60000000,"Msini",51.76000000000,2.960000,"Radial Velocity",4956.00,0.770000,-0.3100
"HR 858 b",2.00400000,0.04500000,-0.04700000,3.55000000,0.94000000,-0.96000000,"Mass",3.58528700000,2.440000,"Transit",6354.00,1.204000,0.0250
"Kepler-569 b",3.16000000,0.22000000,-0.17000000,10.10000000,,,"M-R relationship",34.18890521000,1.760000,"Transit",5616.00,0.950000,0.0100
"Kepler-23 d",2.20600000,0.05700000,-0.05700000,4.44000000,1.30000000,-1.21000000,"Mass",15.27000000000,2.260583,"Transit",5828.00,1.078000,-0.1120
"Kepler-1366 b",1.43000000,0.10000000,-0.10000000,2.63000000,,,"M-R relationship",2.16457096800,4.940000,"Transit",4070.00,0.620000,-0.0200
"K2-198 c",1.42300000,0.08100000,-0.03600000,2.61000000,,,"M-R relationship",3.35960550000,4.980000,"Transit",5212.90,0.799000,0.0940
"TOI-2046 b",16.14093221,1.23298788,-1.23298788,731.00533610,88.99195396,-88.99195396,"Mass",1.49718420000,0.955000,"Transit",6250.00,1.130000,-0.0600
"Kepler-1813 b",1.41300000,,,2.58000000,,,"M-R relationship",2.81816005700,5.030000,"Transit",5167.00,0.812000,-0.0400
"Kepler-33 e",4.02000000,0.38000000,-0.38000000,5.57000000,1.16000000,-1.07000000,"Mass",31.78440000000,0.800000,"Transit",5904.00,1.291000,0.0250
"HD 89345 b",7.39794000,0.31385200,-0.33627000,34.96130000,5.40311000,-5.72094000,"Mass",11.81430000000,0.471000,"Transit",5576.00,1.157000,0.4210
"TOI-2196 b",3.51000000,0.15000000,-0.15000000,26.00000000,1.30000000,-1.30000000,"Mass",1.19472680000,3.310000,"Transit",5634.00,1.032000,0.1400
"GJ 887 d",2.34000000,,,6.10000000,1.40000000,-1.40000000,"Msini",50.77000000000,2.620000,"Radial Velocity",3688.00,0.495000,-0.0600
"TOI-5630 b",2.37117553,0.20543259,-0.18790461,6.22000000,,,"M-R relationship",3.22118452536,2.560000,"Transit",5385.64,0.934000,0.1350
"HD 96167 b",14.00000000,,,227.88411000,12.71320000,-12.71320000,"Msini",498.04000000000,0.456000,"Radial Velocity",5733.00,1.270000,0.3400
"HD 66428 b",12.40000000,,,3478.94974302,776.13696989,-1222.05022491,"Mass",2269.81726000000,10.000000,"Radial Velocity",5716.00,1.010000,0.2300
"TOI-270 c",2.33000000,0.01000000,-0.01000000,6.20000000,0.31000000,-0.31000000,"Mass",5.66051000000,2.700000,"Transit",3506.00,0.386000,-0.1700
"WASP-47 d",3.65000000,0.03000000,-0.03000000,15.50000000,0.70000000,-0.90000000,"Mass",9.03050100000,1.800000,"Transit",5565.00,1.058000,0.4300
"K2-18 b",2.37000000,0.22000000,-0.22000000,8.92000000,1.70000000,-1.60000000,"Mass",32.93962300000,4.110000,"Transit",3457.00,0.359000,0.1200
"WASP-100 b",14.90797000,1.56926000,-1.56926000,400.46580000,143.02350000,-143.02350000,"Mass",2.84938000000,0.530000,"Transit",6900.00,0.770000,-0.0300
"HIP 41378 b",2.64000000,0.02200000,-0.02400000,6.90000000,0.50000000,-0.50000000,"Mass",15.57209000000,2.070000,"Transit",6290.00,1.220000,-0.0500
"HIP 41378 c",2.74000000,0.04300000,-0.04900000,5.97000000,0.56000000,-0.86000000,"Mass",31.70591000000,1.600000,"Transit",6290.00,1.220000,-0.0500
"HIP 41378 d",3.65000000,0.02900000,-0.02900000,6.53000000,2.65000000,-3.15000000,"Mass",278.36180000000,0.740000,"Transit",6290.00,1.220000,-0.0500
"HIP 41378 e",5.19000000,0.04000000,-0.04000000,7.62000000,3.20000000,-4.63000000,"Mass",393.00000000000,0.300000,"Transit",6290.00,1.220000,-0.0500
"HIP 41378 f",9.47000000,0.07000000,-0.07000000,25.00000000,5.00000000,-5.00000000,"Mass",542.07970000000,0.160000,"Transit",6290.00,1.220000,-0.0500
"KELT-9 b",21.70058664,0.52682209,-0.52682209,915.34581216,111.23994245,-111.23994245,"Mass",1.48112350000,0.491000,"Transit",9270.00,2.320000,0.0700
"HIP 41378 g",2.50000000,,,6.81000000,1.14000000,-0.98000000,"Mass",63.19000000000,2.390000,"Radial Velocity",6290.00,1.220000,-0.0500
"HD 106315 c",4.35000000,0.23000000,-0.23000000,15.20000000,3.70000000,-3.70000000,"Mass",21.05704000000,1.010000,"Transit",6327.00,1.091000,-0.3110
"HAT-P-65 b",18.05766791,0.26901554,-0.26901554,176.07693748,29.24021344,-28.92238504,"Mass",2.60544751000,0.164000,"Transit",5872.00,1.297000,0.2080
