pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_orbper,pl_dens,discoverymethod,st_teff,st_mass,st_met
"Kepler-1597 b",1.06000000,0.47000000,-0.17000000,1.20000000,,,"M-R relationship",2.94654179000,5.540000,"Transit",6377.00,1.250000,0.0200
"Kepler-687 b",3.52000000,0.16000000,-0.20000000,12.20000000,,,"M-R relationship",20.50586978000,1.540000,"Transit",4841.00,0.770000,-0.0400
"Kepler-1596 b",1.90000000,0.25000000,-0.17000000,4.27000000,,,"M-R relationship",66.37337900000,3.420000,"Transit",5706.00,0.950000,-0.1100
"Kepler-692 b",3.11000000,0.37000000,-0.23000000,9.85000000,,,"M-R relationship",21.81293494000,1.800000,"Transit",5440.00,0.900000,-0.0100
"Kepler-150 c",3.69000000,0.59000000,-0.59000000,13.20000000,,,"M-R relationship",7.38199800000,1.440000,"Transit",5560.00,0.956000,0.1200
"Kepler-1494 b",3.07000000,0.46000000,-0.57000000,9.64000000,,,"M-R relationship",91.08048200000,1.830000,"Transit",5659.00,0.960000,0.0100
"Kepler-1502 b",3.18000000,1.12000000,-0.64000000,10.20000000,,,"M-R relationship",41.70836290000,1.740000,"Transit",6666.00,1.440000,0.0500
"Kepler-1490 b",3.04000000,0.37000000,-0.63000000,9.48000000,,,"M-R relationship",92.43629730000,1.850000,"Transit",5515.00,0.900000,-0.0800
"Kepler-1491 b",1.51000000,0.35000000,-0.14000000,2.89000000,,,"M-R relationship",16.58617620000,4.610000,"Transit",5728.00,1.000000,0.0600
"Kepler-171 b",2.34000000,1.05000000,-1.05000000,6.08000000,,,"M-R relationship",4.16697200000,2.610000,"Transit",5642.00,0.978000,0.1700
"Kepler-1926 b",2.31495961,,,5.97000000,,,"M-R relationship",42.87770081000,2.640000,"Transit",5256.00,0.768000,-0.1600
"Kepler-1631 b",1.35000000,0.20000000,-0.15000000,2.39000000,,,"M-R relationship",4.09513932000,5.340000,"Transit",5679.00,0.970000,0.0400
"KOI-1599.02",1.90000000,0.20000000,-0.20000000,9.00000000,0.30000000,-0.30000000,"Mass",13.60880000000,7.210000,"Transit",5833.00,1.020000,0.0600
"Kepler-719 b",8.52000000,1.83000000,-0.90000000,54.50000000,,,"M-R relationship",5.00731777900,0.484000,"Transit",5777.00,0.990000,-0.0200
"Kepler-734 b",3.56000000,0.14000000,-0.13000000,12.40000000,,,"M-R relationship",6.10485285600,1.510000,"Transit",5326.00,0.850000,-0.1700
"Kepler-1408 b",0.89000000,68.91000000,-0.15000000,0.64000000,,,"M-R relationship",2.99793191000,4.990000,"Transit",6170.00,1.210000,0.0000
"Kepler-1427 b",1.10000000,0.24000000,-0.12000000,1.37000000,,,"M-R relationship",0.96897237600,5.660000,"Transit",5793.00,1.010000,0.0600
"Kepler-1665 b",2.83910787,,,8.44000000,,,"M-R relationship",11.95480000000,2.030000,"Transit",5049.84,0.842000,-0.0130
"Kepler-342 e",0.88000000,0.08000000,-0.06000000,0.61500000,,,"M-R relationship",1.64422461300,4.960000,"Transit",6366.00,1.260000,0.1200
"Kepler-267 b",1.98000000,0.09000000,-0.09000000,37.90000000,21.30000000,-17.90000000,"Mass",3.35372800000,26.800000,"Transit",4258.00,0.541571,-0.1800
"Kepler-1738 b",2.82472883,,,8.37000000,,,"M-R relationship",7.67463016500,2.040000,"Transit",6063.00,1.079000,-0.0200
"Kepler-746 b",1.11000000,0.13000000,-0.09000000,1.41000000,,,"M-R relationship",3.48159251000,5.670000,"Transit",5418.00,0.910000,0.0900
"Kepler-760 b",3.06000000,0.26000000,-0.24000000,9.59000000,,,"M-R relationship",8.70419416000,1.840000,"Transit",5322.00,0.890000,0.0800
"Kepler-272 c",1.79000000,0.96000000,-0.96000000,97.80000000,55.50000000,-33.90000000,"Mass",6.05734200000,93.700000,"Transit",5297.00,0.910000,0.0400
"Kepler-775 b",1.19000000,0.04000000,-0.04000000,1.81000000,,,"M-R relationship",0.97486892600,5.900000,"Transit",5468.00,0.920000,-0.0400
"Kepler-498 b",3.03000000,0.50000000,-0.34000000,9.43000000,,,"M-R relationship",9.61375356000,1.860000,"Transit",5744.00,0.980000,-0.0400
"Kepler-877 b",2.12000000,0.14000000,-0.27000000,5.14000000,,,"M-R relationship",18.45847097000,2.960000,"Transit",5261.00,0.850000,-0.0600
"Kepler-865 b",2.49000000,0.49000000,-0.24000000,6.76000000,,,"M-R relationship",14.16399294000,2.410000,"Transit",5570.00,0.930000,-0.0100
"Kepler-288 c",2.85000000,1.36000000,-1.36000000,8.50000000,,,"M-R relationship",19.30577200000,2.020000,"Transit",5918.00,0.842000,-0.2400
"Kepler-794 b",2.11000000,0.52000000,-0.34000000,5.10000000,,,"M-R relationship",11.13125132000,2.980000,"Transit",5839.00,1.190000,0.3400
"Kepler-485 b",14.41000000,3.38000000,-1.63000000,,,,"Msini",3.24325979600,,"Transit",5958.00,1.070000,0.0400
"Kepler-340 c",3.37000000,0.77000000,-0.77000000,11.30000000,,,"M-R relationship",22.82466900000,1.620000,"Transit",6620.00,1.650000,0.0600
"Kepler-333 b",1.32000000,0.16000000,-0.16000000,28.20000000,29.00000000,-24.10000000,"Mass",12.55115800000,67.400000,"Transit",4259.00,0.601000,0.0465
"Kepler-951 b",5.59000000,0.24000000,-0.26000000,26.70000000,,,"M-R relationship",71.52530845000,0.840000,"Transit",4834.00,0.770000,-0.0100
"Kepler-66 b",2.80000000,0.16000000,-0.16000000,8.25000000,,,"M-R relationship",17.81581500000,2.070000,"Transit",5962.00,1.038000,-0.2000
"Kepler-1805 b",1.54502915,,,3.00000000,,,"M-R relationship",8.84794044500,4.470000,"Transit",3867.00,0.581000,0.1000
"Kepler-1792 b",2.51990972,,,6.89000000,,,"M-R relationship",4.19577980000,2.370000,"Transit",5229.00,0.878000,0.3200
"Kepler-276 d",2.80000000,1.23000000,-0.27000000,16.30000000,5.00000000,-4.30000000,"Mass",48.64800000000,0.760000,"Transit",5693.00,1.100000,-0.2900
"Kepler-372 c",2.09000000,0.90000000,-0.90000000,5.02000000,,,"M-R relationship",20.05376300000,3.020000,"Transit",6509.00,1.202000,-0.1300
"Kepler-114 b",1.26000000,0.13000000,-0.13000000,1.09000000,0.49000000,-0.31000000,"Mass",5.18854900000,2.530000,"Transit",4605.00,0.770000,0.2291
"Kepler-1207 b",1.62000000,0.51000000,-0.18000000,3.26000000,,,"M-R relationship",13.68237119000,4.210000,"Transit",5909.00,1.060000,0.0500
"Kepler-1249 b",2.38000000,0.97000000,-0.38000000,6.26000000,,,"M-R relationship",24.33471270000,2.550000,"Transit",6202.00,1.190000,0.0600
"Kepler-1859 b",1.58313575,,,3.13000000,,,"M-R relationship",2.72959995300,4.330000,"Transit",5887.00,1.090000,0.1600
"Kepler-1244 b",1.35000000,0.63000000,-0.25000000,2.39000000,,,"M-R relationship",3.70428172000,5.340000,"Transit",6680.00,1.460000,0.0500
"Kepler-213 c",2.34000000,0.45000000,-0.45000000,6.08000000,,,"M-R relationship",4.82296200000,2.610000,"Transit",5696.00,1.070000,0.1500
"Kepler-1388 b",2.59000000,0.13000000,-0.14000000,7.22000000,,,"M-R relationship",12.28546030000,2.280000,"Transit",4098.00,0.630000,0.0200
"Kepler-258 c",3.61000000,2.43000000,-2.43000000,12.70000000,,,"M-R relationship",33.65307900000,1.480000,"Transit",4942.00,0.820000,0.3031
"Kepler-355 b",1.46000000,0.66000000,-0.66000000,2.73000000,,,"M-R relationship",11.03189000000,4.820000,"Transit",6184.00,0.933000,-0.0600
"Kepler-324 e",2.03862444,,,235.01400000,,,"Mass",13.97939968000,0.160000,"Transit",5191.00,0.844000,0.0800
"Kepler-330 b",1.35000000,0.53000000,-0.53000000,2.39000000,,,"M-R relationship",8.25978000000,5.340000,"Transit",5117.00,0.848000,0.1600
"Kepler-233 c",2.71000000,0.78000000,-0.78000000,7.80000000,,,"M-R relationship",60.41895500000,2.150000,"Transit",5360.00,0.855000,-0.0900
"Kepler-174 d",2.19000000,0.13000000,-0.13000000,5.43000000,,,"M-R relationship",247.35373000000,2.840000,"Transit",4880.00,0.602000,-0.5600
"Kepler-200 c",1.59000000,0.29000000,-0.29000000,3.15000000,,,"M-R relationship",10.22215700000,4.310000,"Transit",5678.00,0.972000,-0.0060
"Kepler-130 d",1.64000000,0.16000000,-0.16000000,3.33000000,,,"M-R relationship",87.51790500000,4.150000,"Transit",5884.00,0.927000,-0.1990
"Kepler-541 b",3.36000000,0.58000000,-0.56000000,11.20000000,,,"M-R relationship",5.08005848000,1.620000,"Transit",6166.00,1.410000,0.0700
"Kepler-1585 b",1.79000000,0.25000000,-0.16000000,3.86000000,,,"M-R relationship",3.58274630000,3.700000,"Transit",5538.00,0.940000,0.0800
"Kepler-1275 b",1.48000000,0.65000000,-0.27000000,2.79000000,,,"M-R relationship",3.65691115000,4.730000,"Transit",6296.00,1.230000,0.0400
"Kepler-60 d",1.99000000,0.16000000,-0.16000000,4.16000000,0.84000000,-0.75000000,"Mass",11.89810000000,2.910000,"Transit",5905.00,1.041000,-0.0900
"Kepler-1176 b",2.45000000,0.63000000,-0.32000000,6.57000000,,,"M-R relationship",24.17385790000,2.450000,"Transit",5844.00,1.010000,-0.0100
"Kepler-1225 b",1.82000000,0.61000000,-0.24000000,3.97000000,,,"M-R relationship",7.01075434000,3.620000,"Transit",6140.00,1.130000,0.0100
"Kepler-1394 b",1.39000000,0.20000000,-0.22000000,2.51000000,,,"M-R relationship",3.93766373000,5.140000,"Transit",6481.00,1.640000,0.0600
"Kepler-1649 b",1.01700000,0.05100000,-0.05100000,1.03000000,,,"M-R relationship",8.68909900000,5.380000,"Transit",3240.00,0.197700,-0.1500
"TOI-1246 c",2.45109846,0.13824169,-0.08751012,9.10000000,1.30000000,-1.20000000,"Mass",5.90413700000,3.390000,"Transit",5213.00,0.888900,0.1680
"Kepler-1468 c",1.15000000,0.25000000,-0.13000000,1.60000000,,,"M-R relationship",3.54553021000,5.780000,"Transit",5893.00,1.040000,0.0300
"Kepler-326 c",1.40000000,0.10000000,-0.10000000,17.40000000,15.40000000,-10.70000000,"Mass",4.58035800000,34.800000,"Transit",5105.00,0.910000,0.2385
"Kepler-1085 c",3.26817741,,,10.70000000,,,"M-R relationship",56.77710000000,1.680000,"Transit",5816.00,1.050000,0.2200
"Kepler-1229 b",1.40000000,0.11000000,-0.13000000,2.54000000,,,"M-R relationship",86.82898900000,5.090000,"Transit",3784.00,0.540000,-0.0600
"Kepler-1542 e",0.76000000,0.10000000,-0.08000000,0.36300000,,,"M-R relationship",5.10115756000,4.540000,"Transit",5564.00,0.940000,0.0600
"Kepler-1178 b",1.07000000,0.06000000,-0.08000000,1.24000000,,,"M-R relationship",31.80634000000,5.560000,"Transit",4990.00,0.800000,-0.0500
"K2-187 c",1.40000000,0.20000000,-0.20000000,2.54000000,,,"M-R relationship",2.87151200000,5.090000,"Transit",5438.00,0.966999,0.0000
"Kepler-1060 b",2.38000000,0.45000000,-0.29000000,6.26000000,,,"M-R relationship",46.87793670000,2.550000,"Transit",5797.00,0.990000,-0.0300
"Kepler-990 b",2.60000000,0.65000000,-0.42000000,7.27000000,,,"M-R relationship",9.91723428000,2.270000,"Transit",5948.00,1.050000,0.0100
"Kepler-1126 b",1.73000000,0.21000000,-0.14000000,3.64000000,,,"M-R relationship",108.59332900000,3.860000,"Transit",5798.00,0.920000,-0.2600
"Kepler-100 c",2.20000000,0.05000000,-0.05000000,7.05000000,,,"Mass",12.81590000000,1.721102,"Transit",5825.00,1.080000,0.0200
"Kepler-172 c",2.86000000,0.53000000,-0.53000000,8.55000000,,,"M-R relationship",6.38899600000,2.010000,"Transit",5526.00,1.081000,0.3900
"Kepler-663 b",2.60000000,0.20000000,-0.16000000,7.27000000,,,"M-R relationship",4.99678284000,2.270000,"Transit",5264.00,0.860000,0.0300
"HD 102117 b",8.47000000,,,54.03110000,3.17830000,-3.17830000,"Msini",20.81330000000,0.489000,"Radial Velocity",5655.00,1.060000,0.2800
"HD 137388 b",9.32000000,,,63.56600000,6.35660000,-6.35660000,"Msini",330.00000000000,0.431000,"Radial Velocity",5181.00,0.680000,0.1900
"HD 50554 b",12.80000000,,,1859.29618095,286.04556630,-165.27077164,"Mass",1293.00000000000,4.870000,"Radial Velocity",5987.00,1.040000,-0.0400
"WASP-24 b",15.46842000,1.79344000,-1.79344000,394.10920000,92.17070000,-92.17070000,"Mass",2.34121000000,0.622000,"Transit",6075.00,1.430000,0.0000
"HD 156846 b",12.40000000,,,3391.24610000,235.19420000,-235.19420000,"Msini",359.51001000000,9.770000,"Radial Velocity",6090.00,1.380000,0.1500
"WASP-151 b",13.30506009,0.23538859,-0.23538859,100.43377661,9.85268062,-9.85268062,"Mass",4.53347750000,0.250651,"Transit",5871.00,1.081000,0.1000
"Kepler-80 g",1.13000000,0.14000000,-0.14000000,0.06500000,0.04400000,-0.03800000,"Mass",14.64558000000,0.310000,"Transit",4540.00,0.830000,0.0400
"Kepler-263 b",2.67000000,1.45000000,-1.45000000,7.61000000,,,"M-R relationship",16.56808700000,2.200000,"Transit",5265.00,0.793000,-0.0314
"K2-10 b",3.77300000,0.08800000,-0.04800000,25.20000000,8.40000000,-8.40000000,"Mass",19.30553000000,2.360000,"Transit",5533.00,0.880000,-0.0700
"TOI-411 b",1.36200000,0.04000000,-0.04000000,13.71000000,,,"Mass",4.04029500000,18.960000,"Transit",6169.00,1.098000,-0.0800
"WASP-120 b",15.58048317,0.89671846,-0.89671846,1541.47550000,66.74430000,-66.74430000,"Mass",3.61126721000,2.334107,"Transit",6450.00,1.393000,-0.0500
"Kepler-1006 b",1.54000000,0.27000000,-0.14000000,2.99000000,,,"M-R relationship",19.76172042000,4.500000,"Transit",5328.00,0.780000,-0.4000
"Kepler-398 d",0.88000000,0.03000000,-0.04000000,0.61500000,,,"M-R relationship",6.83437001000,4.960000,"Transit",4557.00,0.720000,-0.0600
"TOI-4034 b",17.71018951,0.22417961,-0.22417961,276.51071409,50.85254512,-50.85254512,"Mass",1.80209320000,0.275000,"Transit",5891.00,1.190000,0.1200
"TOI-5335 b",4.02422162,0.84491911,-0.55064827,15.30000000,,,"M-R relationship",3.61365988443,1.290000,"Transit",5528.92,0.945000,
"Kepler-253 d",3.17000000,1.30000000,-1.30000000,10.20000000,,,"M-R relationship",18.11986900000,1.760000,"Transit",5208.00,0.860000,0.1500
"K2-62 b",2.02000000,0.17000000,-0.06000000,4.74000000,,,"M-R relationship",6.67199000000,3.160000,"Transit",4455.00,0.670000,-0.1000
"Kepler-369 b",1.13000000,0.06000000,-0.06000000,1.51000000,,,"M-R relationship",2.73275600000,5.750000,"Transit",3591.00,0.500000,-0.0900
"Kepler-657 b",3.52000000,0.69000000,-0.32000000,12.20000000,,,"M-R relationship",24.54350418000,1.540000,"Transit",5808.00,1.010000,0.0300
"Kepler-513 b",2.20000000,0.31000000,-0.20000000,5.48000000,,,"M-R relationship",28.86235584000,2.830000,"Transit",5849.00,1.020000,-0.0100
"TOI-1180 b",3.07200000,0.27000000,-0.24300000,10.00000000,5.30000000,-5.40000000,"Mass",9.68676037800,1.930000,"Transit",4738.00,0.750000,0.0670
"11 UMi b",12.30000000,,,4684.81420000,794.57500000,-794.57500000,"Msini",516.21997000000,13.800000,"Radial Velocity",4213.00,2.780000,-0.0200
"Kepler-1390 b",1.18000000,0.25000000,-0.13000000,1.76000000,,,"M-R relationship",6.48021673000,5.890000,"Transit",5753.00,0.980000,-0.0100
"WASP-60 b",9.86392000,1.34508000,-1.34508000,174.80650000,60.38770000,-60.38770000,"Mass",4.30500000000,0.378000,"Transit",5900.00,1.190000,-0.0400
"Kepler-1762 b",2.76022913,,,8.05000000,,,"M-R relationship",29.53910065000,2.100000,"Transit",6572.00,1.298000,0.0700
"Kepler-98 b",1.99000000,0.22000000,-0.22000000,3.55000000,1.60000000,-1.60000000,"Mass",1.54168000000,2.180000,"Transit",5539.00,0.990000,0.1800
"Kepler-403 c",1.75000000,0.32000000,-0.32000000,3.71000000,,,"M-R relationship",54.28074900000,3.800000,"Transit",6090.00,1.299000,0.0790
"Kepler-292 b",1.32000000,0.14000000,-0.14000000,2.30000000,,,"M-R relationship",2.58082700000,5.500000,"Transit",5299.00,0.865000,0.0400
"K2-49 b",1.93000000,0.53000000,-0.53000000,4.38000000,,,"M-R relationship",2.77065000000,3.350000,"Transit",4175.00,0.510000,
"HD 142245 b",13.10000000,,,975.73810000,133.48860000,-133.48860000,"Msini",1299.00000000000,2.390000,"Radial Velocity",4922.00,3.500000,0.1700
"TOI-1452 b",1.67200000,0.07100000,-0.07100000,4.82000000,1.30000000,-1.30000000,"Mass",11.06201000000,5.600000,"Transit",3185.00,0.249000,-0.0700
"Kepler-110 b",1.83000000,0.36000000,-0.36000000,4.01000000,,,"M-R relationship",12.69111200000,3.600000,"Transit",5960.00,0.989000,-0.1498
"Kepler-1296 b",0.91000000,0.09000000,-0.06000000,0.69300000,,,"M-R relationship",8.38398650000,5.050000,"Transit",5359.00,0.870000,-0.0400
"Kepler-1221 b",1.88000000,0.30000000,-0.16000000,4.19000000,,,"M-R relationship",12.00096042000,3.470000,"Transit",5194.00,0.870000,0.0900
"Kepler-158 d",0.43000000,0.05000000,-0.05000000,0.04720000,,,"M-R relationship",0.64508800000,3.260000,"Transit",4895.97,0.656000,-0.3000
"Kepler-49 b",2.57900000,0.08700000,-0.08600000,9.77000000,0.94000000,-0.95000000,"Mass",7.20000000000,3.082111,"Transit",4095.60,0.607000,0.0300
"TOI-1295 b",15.69257298,0.89671846,-0.89671846,451.31633794,25.42627256,-25.42627256,"Mass",3.19688380000,0.650000,"Transit",6280.00,1.380000,0.2600
"Kepler-1691 b",1.83470985,,,4.02000000,,,"M-R relationship",3.84820000000,3.580000,"Transit",6000.00,1.110000,0.1600
"Kepler-180 c",3.01000000,1.34000000,-1.34000000,9.32000000,,,"M-R relationship",41.88577500000,1.880000,"Transit",5731.00,0.950000,0.0300
"HATS-33 b",13.78707000,1.25540800,-0.90792900,378.85336000,16.84499000,-16.84499000,"Mass",2.54955510000,0.790000,"Transit",5659.00,1.062000,0.2900
"K2-254 c",2.19000000,0.24000000,-0.18000000,5.43000000,,,"M-R relationship",12.11839000000,2.840000,"Transit",4629.00,0.710000,-0.1400
"HD 38283 b",14.00000000,,,127.13200000,12.71320000,-12.71320000,"Msini",363.20001000000,0.255000,"Radial Velocity",5981.00,1.370000,-0.1800
"Kepler-162 c",3.03000000,1.63000000,-1.63000000,9.43000000,,,"M-R relationship",19.44635500000,1.860000,"Transit",5816.00,1.053000,0.1000
"TOI-375 d",13.60000000,,,445.59542661,98.84463458,-87.72064033,"Msini",297.90000000000,0.973000,"Radial Velocity",5259.90,1.441000,0.0840
"K2-248 b",2.57000000,0.20000000,-0.14000000,7.13000000,,,"M-R relationship",7.17256000000,2.310000,"Transit",5528.00,0.880000,-0.1000
"Kepler-1252 b",1.67000000,0.42000000,-0.23000000,3.43000000,,,"M-R relationship",15.05403290000,4.050000,"Transit",5949.00,1.060000,0.0300
"WASP-35 b",14.57170000,0.78463000,-0.78463000,225.65930000,31.78300000,-31.78300000,"Mass",3.16158000000,0.378000,"Transit",5990.00,1.050000,-0.1500
"HD 155918 b",2.67000000,,,7.62788177,0.95348522,-1.27131363,"Msini",1.87567000000,2.200000,"Radial Velocity",5771.84,1.030000,-0.6616
"Kepler-300 c",2.25000000,1.04000000,-1.04000000,5.69000000,,,"M-R relationship",40.71495500000,2.740000,"Transit",5986.00,1.070000,0.0400
"HD 55696 b",12.90000000,,,1357.12729789,317.82840700,-219.30160083,"Mass",1827.00000000000,3.470000,"Radial Velocity",6012.00,1.290000,0.3700
"Kepler-787 b",1.28000000,0.06000000,-0.07000000,2.18000000,,,"M-R relationship",0.92831049800,5.710000,"Transit",4248.00,0.650000,-0.0900
"Kepler-79 e",3.53000000,0.16000000,-0.16000000,3.80000000,0.70000000,-0.60000000,"Mass",81.06650000000,0.480000,"Transit",6389.00,1.244000,0.0600
"NGTS-12 b",11.74703200,0.35868800,-0.35868800,66.10864000,6.99226000,-6.99226000,"Mass",7.53280600000,0.223000,"Transit",5690.00,1.021000,-0.0300
"Kepler-493 b",15.13000000,5.00000000,-2.55000000,,,,"Msini",3.00387658100,,"Transit",6457.00,1.360000,0.1100
"TOI-4155 b",3.21000000,0.17000000,-0.17000000,10.40000000,,,"M-R relationship",3.32072900000,1.730000,"Transit",5724.00,1.160000,0.1100
"HATS-28 b",13.38354600,0.78463000,-0.78463000,213.58176000,27.65121000,-27.65121000,"Mass",3.18107810000,0.480000,"Transit",5498.00,0.929000,0.0100
"Kepler-214 c",2.13000000,0.40000000,-0.40000000,5.18000000,,,"M-R relationship",28.77980000000,2.950000,"Transit",6169.00,1.110000,-0.0200
"HD 33142 b",13.70000000,,,400.46379282,15.89142035,-15.89142035,"Msini",330.00000000000,0.856000,"Radial Velocity",5025.40,1.520000,0.0600
"GJ 4274 b",1.53000000,,,2.97000000,0.54000000,-0.50000000,"Msini",1.63390000000,4.560000,"Radial Velocity",3228.00,0.180000,-0.1900
"Kepler-385 b",2.73000000,1.38000000,-1.38000000,12.80000000,11.40000000,-6.80000000,"Mass",10.04368600000,3.460000,"Transit",6326.00,0.992000,0.0100
"HD 27631 b",13.50000000,,,495.81231492,63.56568140,-47.67426105,"Mass",2198.14000000000,1.110000,"Radial Velocity",5737.00,0.944000,-0.1200
"KIC 5479689 b",14.20000000,,,158.91420350,127.13136280,-31.78284070,"Msini",1.70153100000,0.305000,"Orbital Brightness Modulation",5459.10,0.966000,0.1610
"TOI-2120 b",2.12200000,0.06500000,-0.06500000,6.80000000,,,"Mass",5.79981640000,,"Transit",3131.00,0.211000,0.3900
"Kepler-1257 b",1.52000000,0.18000000,-0.12000000,2.92000000,,,"M-R relationship",2.66831376200,4.570000,"Transit",5502.00,0.900000,-0.0900
"Kepler-1744 b",3.76754004,,,13.60000000,,,"M-R relationship",37.10110092000,1.400000,"Transit",5986.00,0.886000,-0.5000
"Kepler-901 b",1.37000000,0.07000000,-0.06000000,2.45000000,,,"M-R relationship",3.51749439400,5.240000,"Transit",4184.00,0.590000,-0.3000
"KELT-6 c",13.00000000,,,1179.14930000,66.74430000,-66.74430000,"Msini",1276.00000000000,2.950000,"Radial Velocity",6272.00,1.126000,-0.2700
"Kepler-298 b",1.96000000,0.10000000,-0.10000000,4.50000000,,,"M-R relationship",10.47546400000,3.280000,"Transit",4465.00,0.660000,-0.2100
"TIC 279401253 c",12.60000000,,,2548.98382414,57.20911326,-57.20911326,"Msini",155.30000000000,7.000000,"Transit",5951.00,1.130000,0.2000
"Kepler-143 c",3.37000000,0.84000000,-0.84000000,11.30000000,,,"M-R relationship",27.08251100000,1.620000,"Transit",5848.00,0.982000,-0.0100
"ups Leo b",14.20000000,,,162.09248757,19.06970442,-82.63538582,"Msini",385.20000000000,0.311000,"Radial Velocity",4836.00,1.480000,-0.2000
"Kepler-808 b",1.46000000,0.06000000,-0.08000000,2.73000000,,,"M-R relationship",0.63133235300,4.820000,"Transit",4653.00,0.760000,0.0500
"Kepler-885 b",2.50000000,0.40000000,-0.39000000,6.80000000,,,"M-R relationship",18.11472949000,2.390000,"Transit",6187.00,1.210000,0.1100
"Kepler-151 c",2.09000000,1.04000000,-1.04000000,5.02000000,,,"M-R relationship",24.67461200000,3.020000,"Transit",5460.00,0.870000,0.1245
"Kepler-923 b",1.38000000,0.29000000,-0.19000000,2.48000000,,,"M-R relationship",6.93366476000,5.190000,"Transit",5988.00,1.110000,0.0700
"Kepler-191 c",1.86000000,0.92000000,-0.92000000,4.12000000,,,"M-R relationship",17.73850600000,3.520000,"Transit",5282.00,0.857000,0.1300
"K2-247 c",2.19000000,0.25000000,-0.23000000,5.43000000,,,"M-R relationship",6.49424000000,2.840000,"Transit",4667.00,0.740000,-0.0800
"K2-322 b",1.92000000,0.29000000,-0.18000000,4.35000000,,,"M-R relationship",8.20500000000,3.380000,"Transit",4141.00,0.630000,
"HATS-44 b",11.96000300,1.40112500,-0.79583900,177.98480000,34.96130000,-34.96130000,"Mass",2.74390040000,0.560000,"Transit",5080.00,0.860000,0.3200
"K2-352 c",1.92000000,0.13000000,-0.07000000,4.35000000,,,"M-R relationship",8.23488500000,3.380000,"Transit",5791.00,0.980000,-0.0500
"TOI-1408 c",2.22000000,0.06000000,-0.06000000,7.60000000,0.20000000,-0.20000000,"Mass",2.16640000000,3.800000,"Transit Timing Variations",6117.00,1.312000,0.2500
"Kepler-1460 b",1.96000000,0.14000000,-0.13000000,4.50000000,,,"M-R relationship",29.96332470000,3.280000,"Transit",4422.00,0.700000,-0.0200
"Kepler-41 b",14.46000000,0.22000000,-0.22000000,177.98000000,25.43000000,-25.43000000,"Mass",1.85555820000,0.330000,"Transit",5750.00,1.150000,0.3800
"Kepler-229 d",3.85000000,1.38000000,-1.38000000,14.20000000,,,"M-R relationship",41.19491200000,1.370000,"Transit",5120.00,0.808000,0.0600
"HD 72659 b",13.20000000,,,949.67128012,821.90426050,-31.14718389,"Mass",3549.00000000000,2.270000,"Radial Velocity",5929.00,1.033000,-0.0200
"Kepler-11 b",1.80000000,0.03000000,-0.05000000,1.90000000,1.40000000,-1.00000000,"Mass",10.30390000000,1.720000,"Transit",5663.00,0.961000,0.0500
"Kepler-900 b",2.08000000,0.12000000,-0.34000000,4.98000000,,,"M-R relationship",6.99130860000,3.040000,"Transit",4836.00,0.780000,-0.0100
"K2-201 c",3.28568401,0.39804812,-0.18385433,10.80000000,,,"M-R relationship",22.77987800000,1.670000,"Transit",5507.00,0.956055,0.1300
"Kepler-580 b",2.57000000,0.29000000,-0.13000000,7.13000000,,,"M-R relationship",8.22241965600,2.310000,"Transit",4298.00,0.670000,-0.0600
"Kepler-1723 b",2.88046569,,,8.65000000,,,"M-R relationship",39.75289917000,1.990000,"Transit",6072.00,0.960000,-0.3000
"omi UMa b",13.00000000,,,1160.39151396,55.93779963,-94.71286529,"Msini",1569.81000000000,2.900000,"Radial Velocity",5075.00,2.720000,-0.1600
"Kepler-163 b",1.05000000,0.44000000,-0.44000000,1.16000000,,,"M-R relationship",7.81093700000,5.510000,"Transit",5776.00,0.882000,0.1412
"GJ 179 b",13.80000000,,,301.93698665,50.85254512,-34.96112477,"Mass",2288.00000000000,0.631000,"Radial Velocity",3370.00,0.357000,0.3000
"Kepler-1218 b",1.44000000,0.15000000,-0.14000000,2.67000000,,,"M-R relationship",22.92212660000,4.910000,"Transit",5986.00,1.060000,-0.0200
"HATS-57 b",12.76705100,0.31385200,-0.31385200,1000.21101000,23.20159000,-23.20159000,"Mass",2.35062100000,2.650000,"Transit",5587.00,1.026000,0.2680
"Kepler-603 c",6.50000000,1.48000000,-0.62000000,34.50000000,,,"M-R relationship",127.90757740000,0.690000,"Transit",5808.00,1.010000,0.0300
"HD 191939 f",13.20000000,,,915.34581216,82.63538582,-82.63538582,"Msini",2898.00000000000,2.190000,"Radial Velocity",5348.00,0.810000,-0.1500
"HD 30669 b",14.30000000,,,149.37000000,19.07000000,-19.07000000,"Msini",1684.00000000000,0.281000,"Radial Velocity",5400.00,0.920000,0.1300
"K2-244 b",1.75000000,0.13000000,-0.10000000,3.71000000,,,"M-R relationship",21.06884000000,3.800000,"Transit",5677.00,0.860000,-0.2900
"EPIC 201497682 b",0.69200000,0.05900000,-0.04800000,0.26000000,,,"M-R relationship",2.13174000000,4.310000,"Transit",4991.00,0.780000,-0.0892
"Kepler-653 c",0.78000000,0.13000000,-0.12000000,0.39900000,,,"M-R relationship",0.90037647600,4.620000,"Transit",5665.00,1.020000,0.2300
"K2-59 c",2.30000000,0.29000000,-0.29000000,5.90000000,,,"M-R relationship",11.29540000000,2.660000,"Transit",5055.00,0.774000,
