source_id,pf,phi31_g,metallicity
358693648267575424,0.49664213375042554,2.6152822971343994,-0.16440778970718384
5712340592847082240,0.39529247326857037,2.5680809020996094,0.2081734538078308
5902502090966850944,0.43343099461153606,2.25500750541687,-0.13740305602550507
5902551672065087232,0.4825205080579526,1.7312535047531128,-1.2294375896453857
6061675365655690624,0.4743862573216748,2.2338435649871826,-0.40617892146110535
5238735648625485952,0.5677556516925646,2.129140853881836,-1.164817452430725
1933774424769244672,0.643004412459762,2.096324920654297,-1.7522103786468506
1935418400810447744,0.5566101992639924,1.643663763999939,-2.1291449069976807
2196932401052562688,0.45746158204522636,1.8088388442993164,-0.8661251068115234
5834146655716516480,0.6027234745593503,3.2652409076690674,0.03369419276714325
5947487264857735168,0.5418831325533983,1.7598341703414917,-1.7155048847198486
5947555331508033280,0.5523436853992244,2.547091484069824,-0.4481712877750397
5947684146161076352,0.5698914849021773,2.2438600063323975,-0.9735921025276184
5901189480234264960,0.5181266855878138,2.142612934112549,-0.807675302028656
4116891565321041408,0.524655580779055,2.1186866760253906,-0.8894153833389282
5937125883983693440,0.5359170225395011,2.61708402633667,-0.3091594874858856
5817760874371388672,0.7289856316218737,3.2470908164978027,0.05462963134050369
5818089525262622592,0.5053284440698466,1.7006779909133911,-1.5040899515151978
2053451218873205888,0.768028467659513,3.0529556274414062,-0.2562444508075714
2053846115341946624,0.7101471232164007,2.7604336738586426,-0.6775954961776733
4499040674205883776,0.48052421034738363,1.6399565935134888,-1.38932466506958
4499551470371087872,0.5896658071244794,2.1686995029449463,-1.2353428602218628
4499855863296571648,0.6056415788983458,2.341942548751831,-1.007356882095337
4152111534094916352,0.5193309751815672,2.1912806034088135,-0.7425289154052734
5961166151581211520,0.5632632390793859,2.394472122192383,-0.698406457901001
5961182300663294208,0.5975568233094051,2.3984591960906982,-0.8671547770500183
4128579373922261760,0.6888278990814516,2.4383180141448975,-1.2437657117843628
6030025030189852416,0.6222233057071435,2.5726981163024902,-0.6981304287910461
6030078974967560576,0.5468473511226841,2.120234727859497,-1.038580060005188
6030098491275589248,0.627294048861492,2.8924944400787354,-0.2813563048839569
4043346705726969216,0.5204047165928235,2.097886562347412,-0.8935104608535767
4043356880547492608,0.47452458664044855,1.7777233123779297,-1.0708484649658203
4043360449826641920,0.6267266551777007,2.6506431102752686,-0.5963121652603149
4043386533011679360,0.5391574570913589,2.491919755935669,-0.4551922678947449
4043400375691347840,0.40019656060741565,2.5179226398468018,0.17761029303073883
4043421919162080000,0.591165735234359,2.802248239517212,-0.29737749695777893
4043448238756000128,0.5217456661519699,3.054974317550659,-0.013045907020568848
4071697995261119104,0.6023130198428606,2.9624857902526855,-0.16655851900577545
4071752489845994496,0.4719418881426504,1.7012429237365723,-1.187049388885498
4071821140587691136,0.4869786352710953,1.6666215658187866,-1.3984441757202148
5083585968005617536,0.5292934320829991,1.8693963289260864,-1.3737846612930298
5094366743938630016,0.4645257136583288,1.7108240127563477,-1.0994080305099487
6027810854206371456,0.6474374634371868,3.3239550590515137,0.08928384631872177
6027845110868659200,0.6386606666607215,2.0331599712371826,-1.873445987701416
6027923859055288192,0.48105406330798817,1.813096523284912,-1.0658458471298218
4116870571502911232,0.4623207605689078,2.7441606521606445,0.01623189076781273
4116882116386663808,0.5968205889954189,2.0822720527648926,-1.459220051765442
5835781595168235392,0.5220931926755948,2.1722660064697266,-0.7887001037597656
5278233744129546752,0.6163340978897522,2.5248563289642334,-0.7493509650230408
5278246633322504704,0.5066362250649522,1.8425527811050415,-1.2335816621780396
5278286864282091392,0.5418103873177534,1.9774401187896729,-1.2633675336837769
5278406268674670336,0.5879680328973181,2.308854341506958,-0.9676125049591064
5278409494189324928,0.5574139241472862,2.053013801574707,-1.2357300519943237
5278461686632181760,0.6570363631807952,2.497999906539917,-0.9744992852210999
5278521236356588032,0.6277432412005401,2.2860660552978516,-1.2378684282302856
5278557588960646656,0.5431165365411594,1.459360957145691,-2.4646668434143066
5278568889017330048,0.6336975833415377,2.2462687492370605,-1.3550833463668823
5278589367433533696,0.5245057677780597,1.7775328159332275,-1.5201387405395508
5278604623145426048,0.5922328858238358,1.9198957681655884,-1.7840323448181152
5278621017039241856,0.6572582101206559,2.4982051849365234,-0.9751013517379761
5278627373582231296,0.5527040449277835,1.9640240669250488,-1.3743430376052856
5278630775204855296,0.5021148602223086,1.5677666664123535,-1.7612168788909912
5278700830407902848,0.6836814419747576,2.198909282684326,-1.7734043598175049
5278712169124809472,0.6681528822514423,2.4703657627105713,-1.0788654088974
5278748903976907264,0.5637097742758767,1.8965733051300049,-1.6035470962524414
5278764086687252096,0.5333773668427382,2.2190399169921875,-0.7895864248275757
5961435673704073728,0.5240333520999941,2.3492162227630615,-0.5538344383239746
5961453605159550976,0.48405421618322086,2.017557144165039,-0.755711019039154
5961499651578555264,0.814820143615588,3.1846859455108643,-0.04070807248353958
5961517827881961088,0.6210177262516408,2.7636196613311768,-0.42219242453575134
5961545380012656896,0.4855276411192093,1.837660551071167,-1.0612062215805054
4658033079398870528,0.47427932034303827,1.8894004821777344,-0.8785902857780457
4658047819636902144,0.4890525667752255,2.008209705352783,-0.8074455857276917
4658053252741105792,0.5141974393068818,2.4722464084625244,-0.36282482743263245
4658061975928214656,0.47551065411245336,1.7980191707611084,-1.0436723232269287
4658071768373192064,0.6425937904099509,2.410144805908203,-1.0737414360046387
4658074757669097984,0.5235543609983607,2.22240948677063,-0.7236480116844177
4658074792028962688,0.5959012598034488,1.9622182846069336,-1.7159602642059326
4658080014765730688,0.612957310669112,2.062211036682129,-1.6180225610733032
4658086066342138240,0.4657504962320181,2.174152135848999,-0.4198682904243469
4658086543100656640,0.6805850041307869,3.366129159927368,0.1474739909172058
4658086822255935872,0.586294493639388,2.02376127243042,-1.5069620609283447
4658087509450625792,0.5804660155969332,2.328105926513672,-0.8930810689926147
4658088712058335232,0.5410036174861121,2.328030586242676,-0.6749484539031982
4658092899646918784,0.5724136417654682,1.549757719039917,-2.533982992172241
4658097916143673600,0.5055869802107587,1.3475362062454224,-2.3342103958129883
4658100080831202432,0.5523248739162633,2.4551515579223633,-0.5611688494682312
4658104375733504640,0.5451486111211652,2.253286123275757,-0.8090900182723999
4658112519060574080,0.5334340578998006,1.8707191944122314,-1.4059199094772339
2242086251227410816,0.5934900759786622,2.3713207244873047,-0.8913825750350952
4203848877631995136,0.6559620755105435,3.065415382385254,-0.13239599764347076
5441885643217068160,0.47719900512185076,1.5787564516067505,-1.4816193580627441
5443818515938172288,0.6210766787856821,2.72367000579834,-0.474760502576828
5445228399084135808,0.5354366632174203,1.5329715013504028,-2.1910996437072754
4149311043643722112,0.45906352957226987,1.7165714502334595,-1.0378351211547852
5959627797377713408,0.5803100717331727,2.879544973373413,-0.1988050937652588
5959681467290347264,0.5704396221525824,2.77730655670166,-0.26751306653022766
5959781011766689024,0.4784855497387187,1.2476648092269897,-2.2673838138580322
2229071881845397376,0.4934677290937971,1.7438468933105469,-1.3062583208084106
2229441386472293376,0.6240377745537932,1.914778232574463,-2.0542237758636475
1803637877775840768,0.6396218167895807,2.635328769683838,-0.6656371355056763
1803762333042766592,0.5085788238789971,1.7070727348327637,-1.5214000940322876
5886040542143845504,0.4882344723111003,1.9055678844451904,-0.9667119979858398
5824191539945920512,0.4969324866006884,1.7363561391830444,-1.352932095527649
6653316971905247872,0.5942748598050402,2.0687687397003174,-1.469652533531189
6653352976612062848,0.4646373871790557,1.7702959775924683,-0.9948774576187134
6653937435758676352,0.5769986718769153,2.5414247512817383,-0.5581626892089844
6654042542201703296,0.624619931424601,2.612271308898926,-0.646306574344635
4486426492696576384,0.608993333926162,2.219454288482666,-1.2586499452590942
4487257933942661504,0.5728257632391524,2.014910936355591,-1.4249372482299805
4488108887226764544,0.621016375440078,2.273120164871216,-1.224521517753601
4488243160785098496,0.5413022294901079,1.714500069618225,-1.8127168416976929
5989392268658803584,0.6410128704558908,2.0503196716308594,-1.8488061428070068
5989535991123230848,0.6462438319484431,2.276577949523926,-1.3653188943862915
5989558638506606976,0.44687986147464,2.3437092304229736,-0.14172309637069702
4295907726383047168,0.4469180104749793,1.962886929512024,-0.5493543744087219
2013120651332839296,0.37718816311478137,1.9842785596847534,0.015017872676253319
4036248572167941632,0.6349050505189437,2.650439500808716,-0.6253141760826111
1826906606157017344,0.7739783361753878,2.9638092517852783,-0.43052342534065247
5992702142274623744,0.47306332801316503,2.2278926372528076,-0.4047584533691406
4539704703008649472,0.5663004546648167,1.8731671571731567,-1.676492691040039
4541360881056172032,0.5536760240527239,1.8633519411087036,-1.5917644500732422
4541738769458542080,0.7100391627238938,2.5200657844543457,-1.1624529361724854
4542708951031775744,0.5736055250957932,1.5942522287368774,-2.4262006282806396
4543113944970182912,0.5367890174432491,1.9804339408874512,-1.2189157009124756
5885845207032955136,0.4765348344193688,3.4061367511749268,-0.07290185987949371
5543711793022573184,0.4698281051910322,1.7009587287902832,-1.1675814390182495
3003373426394386432,0.4948853460141832,2.6166775226593018,-0.1568729281425476
6021835931894029184,0.5465509244784253,2.288043260574341,-0.7644797563552856
5939319890636021248,0.5379981084915338,2.614922285079956,-0.31900477409362793
5939490997836578688,0.6053669731290351,2.1386687755584717,-1.399814486503601
5820451070090916608,0.5765485389720993,1.9554189443588257,-1.579241394996643
5820721618672319488,0.496095043544506,1.698051929473877,-1.422038197517395
5820839644376913280,0.617475802926279,2.677020311355591,-0.5268246531486511
4139891493127099008,0.6712131505283119,2.335366725921631,-1.3788267374038696
4140187566692028032,0.5803636012640211,2.416353464126587,-0.7520867586135864
4140263570430509824,0.5706252076784525,2.562159776687622,-0.5050719976425171
4140413932945244672,0.5834121629259635,2.4706268310546875,-0.6854262948036194
4654611918744762496,0.5046157141228326,1.8706415891647339,-1.1640429496765137
4654614049048420096,0.5366682621599292,1.8234862089157104,-1.5310193300247192
4654643529718137344,0.7658858320277147,2.8788034915924072,-0.5849632620811462
