source_id,random_index,ra,dec,l,b,parallax,pmra,pmdec
3124797237092917632,4795,94.36016040513147,2.520244876766678,206.78205644431904,-6.393733150913137,1.147201199015325,0.7397818782705765,-7.0843049678521055
3059820124282881152,4834,111.02466569197514,-3.6226379375616777,219.90732589522773,5.585955476345239,0.5583865344800721,-1.0523142481763543,-1.9960867802999136
436629334549516800,4877,47.90268393983983,49.726935682073254,144.89582895829258,-7.07216355211561,0.5608458664421423,1.9533307563240174,-1.8027820911778392
5794086808468337664,4879,236.22187104280098,-73.69315051109771,314.43561766168915,-14.830617767425842,1.0055452459598295,-15.285950917980529,-10.538904795940967
1933580399624222336,4966,338.09830646847985,42.206467864036654,97.17668821134686,-13.60678621853168,1.9904638669805579,23.86734717854563,1.0711173894589534
1871001003839890432,4990,311.8275268888052,36.899669546387884,78.39207219896942,-4.066731961053131,1.0222835153892935,-6.0587306320821925,-14.078496813742893
5933584116521289088,5050,246.37227515304636,-53.576204539195416,331.48906799360077,-3.01955959479349,0.6198141583549673,0.7522842790979878,-0.8032602150129202
2226431645190969856,5066,337.85006331576807,70.48697984053524,111.68447273304413,10.737484125693248,0.8526445405832722,1.4156967059505696,-2.1235751208963936
5886119195932406144,5183,235.95286461702491,-52.05647470057182,327.7929886288264,2.2936128972960033,0.726188801074628,-2.162128608550539,-3.1554041150211187
3382026852837258880,5210,103.01060032834263,26.197376180594986,189.34214993253065,11.736263747182658,0.7040366395481019,1.6555199913005727,-5.31821633488914
5322428205988761216,5292,125.09330058058677,-51.7994373786731,267.55218858046544,-8.63140787009208,0.6679902063540245,-1.6146288302163152,2.597424605939825
6063297656404084736,5299,198.00485283485364,-57.51194489507105,305.70461339416744,5.248961251470327,0.8966553124265854,-6.67850473853414,-1.4054527377841792
5409732349818165120,5370,145.95317922226053,-47.92022583549637,273.5551811796222,3.9591996759516874,0.966982296115839,5.2973414908401395,2.9022771198308077
5916182764380256000,5482,261.58310709434403,-58.05705581975329,333.2593862749061,-12.478510014731532,0.9829509254939444,-6.530143128210279,-15.313755390385914
435874794696430336,5550,47.55258531556192,47.69757737385279,145.74871812752042,-8.931834563684598,0.6245485759146677,0.7805933169881412,-1.0424637264010803
5885076618356567040,5621,237.66470122482698,-52.98173782291987,328.04035488783234,0.9225523641665574,0.728383562876218,-6.103656794319609,-5.59293413928987
2207227265863692032,5737,344.4478377222433,62.513776249497056,110.23432075838379,2.4775305342467884,1.8054311365074958,11.662359117126538,-14.71579976098221
5941625360381314432,5799,246.54022159512343,-47.954214254940084,335.59326424815737,0.8257084000127741,1.0897231319867586,-5.039755975967743,-12.274869331138706
4069716293052665600,5829,272.2505302621196,-22.40577337210488,8.28997919539142,-1.2791053527938543,1.2040524733485605,-11.67091412043326,4.477031014845176
4539479818524675712,5879,280.56705360296854,29.075467392106,58.433273919318054,14.637548646338008,0.6935902610553748,-3.8808917369771376,-11.48586992895295
2010147503175841280,5921,345.3451728313315,57.94038552830026,108.72974421944652,-1.8642168430596207,0.9606293674698573,-1.6276104377422405,-1.6129680946399572
421860694368385280,5984,7.024276544365339,57.05213453587201,119.74653221781533,-5.675185734743492,1.1195432482327112,16.56524119842522,3.490053453212866
4204466253400093440,6157,285.8988152256981,-8.494222683792508,26.717235856684137,-6.547341552791913,1.8833753900495096,-0.3152182840993107,1.1885996516081132
6054060594826205312,6170,180.69170275370647,-64.1754751008464,297.6611520484985,-1.802938778077013,0.8124281220672405,-7.481853026014506,-0.595080185909946
5253789371599123840,6173,157.60699662467206,-61.90254137207289,287.12918531370724,-3.437055441910923,0.8957203224715602,-6.889722200985853,-2.3705069840162274
2214546508611118848,6251,358.77188800013374,70.02312909472501,118.11858917343399,7.679745225775808,1.6651713267164896,-7.410980190155218,1.359373655719561
3119593699533132544,6412,99.04150353351129,-0.39602511725383044,211.54192327233332,-3.5782635108833682,0.9290355774217534,3.6766947791885602,0.5649939404979591
2184318283967325440,6463,304.0468657880298,51.80715787823786,87.20027017589304,9.177193801643655,0.868937392441571,-5.025883965682057,-7.553156376487574
5799060586767864192,6530,228.36733306839474,-69.87353976588086,314.65194952272236,-10.302771006122816,0.5295377205945586,-10.081158607853006,-9.400134958934569
5823839627497308416,6537,233.78534068518854,-66.7212786483322,318.11952130904973,-8.807393442010516,0.8731540866887695,-5.56015893634455,-15.367758967080544
3115782448634936576,6648,104.88417590691645,2.862631635209839,211.30454778699954,3.1056232004736994,0.5703314621990729,-1.916619821584547,-6.623521811956377
4313709541187239424,6812,284.4107995773069,12.321627144203415,44.617141813020496,4.230410010126359,0.5949463932848156,-2.626734107771767,-9.183682372370672
3344142767387210496,6831,93.35960978152589,13.11741615879865,196.94067142304758,-2.267863313937861,0.6848333357916014,0.843397470754291,-2.086220539918028
3067180942310246912,6855,121.12412555924325,-6.05673950503292,226.96454244430183,13.253435116152252,1.1867886499588796,-8.42043380686777,10.964561907800338
