source_id,pf,int_average_g,parallax,parallax_over_error
5937099633141128448,20.82078991102665,9.599644660949707,0.2062271353247607,10.491745948791504
444443941646255232,8.179564369946606,11.13474178314209,0.3376305998718887,15.892491340637207
5339149677605627264,6.393852120006548,12.549735069274902,0.12060068889069157,10.928252220153809
3430067092837622272,11.312845140896796,9.362969398498535,0.2749106248878307,15.548412322998047
4240272953377646592,7.177249726398162,3.6499314308166504,3.6714961421919132,18.906343460083008
430630708354628096,6.168069008098651,12.584839820861816,0.21876345767619523,14.893221855163574
4251917636212432384,3.6712032517308457,7.888671875,0.8984895346991747,39.541873931884766
4147381366335558784,5.301039328916447,10.01668930053711,0.5351415727679009,27.394994735717773
465012883624730624,3.239155437313032,12.395733833312988,0.27983159659038986,16.3697566986084
5258418929684479488,5.0705865560925245,11.942522048950195,0.5575961654409083,27.578603744506836
2014609252631258496,4.278762425209961,11.556410789489746,0.3027932263427554,21.2686767578125
513074186146353536,2.871427333203781,10.999510765075684,0.3866631973348637,24.373613357543945
425146374407314560,6.901197061966727,12.134575843811035,0.17397628615372468,13.37387466430664
6054829806275577216,6.733207560857596,6.313502788543701,1.2105790668398266,84.96564483642578
5254295559276699392,5.204712113609161,9.071413040161133,0.38706216559252227,30.1324462890625
5309174967720762496,7.133632367052311,9.690457344055176,0.3530570064290224,29.13779067993164
5542410585431412608,3.737182168478453,11.307791709899902,0.20873482362069315,13.480419158935547
200708636406382720,11.62400752131378,7.347883701324463,0.6182206182940352,29.327489852905273
5330212537852847872,6.627846396610582,12.058610916137695,0.3434801534238439,23.068246841430664
4255229094685654528,6.411017414284907,10.935696601867676,0.4586778763435941,21.032407760620117
2066169128129884288,10.610164168318217,12.208374977111816,0.39836562060734343,14.788673400878906
5619786177922254336,4.175658240189027,12.52121639251709,0.178035447895955,13.287023544311523
5254097093074642944,9.198734625781489,8.812843322753906,0.3854811329203991,31.60727882385254
272444829450300160,6.569716592153157,11.805943489074707,0.22509042630558013,14.778716087341309
1968971582984827136,5.257661094161862,8.887102127075195,0.8637596783621916,69.07364654541016
2012181324799904512,3.903862178610759,12.916616439819336,0.3623885817610869,20.197359085083008
3329849043206545920,8.618491368545602,8.664336204528809,0.3755857892147162,18.050546646118164
5867251679452872192,4.948229392878148,13.031705856323242,0.3152454451409572,16.705631256103516
4252368406036530688,6.4396917107684875,8.698079109191895,0.3722575039930927,17.899049758911133
2012643600728382208,7.678258832130241,11.8228759765625,0.33939052099296524,20.513843536376953
5350555981191990400,16.323695750554503,11.778508186340332,0.23036843274824917,13.1990385055542
1998384927774603520,4.734929939581752,11.701949119567871,0.23776212431636184,19.13572120666504
4320029877589560448,8.777410286478101,13.351454734802246,0.19565530500746411,10.420504570007324
430647231080076416,3.8103064502407538,11.659505844116211,0.3075522388513995,16.284753799438477
431184518613946112,3.026314517074764,11.66773509979248,0.3208306589249849,23.349069595336914
5545837900614099584,4.08868465388384,11.718700408935547,0.27333800911682976,25.49770164489746
