surface,species,dE_star,n_sites
Ir9Os3,H2O1,-476.9982161238986,9
Ir9Os3,N1,-276.9449360462422,9
Ir9Os3,O1,-443.27553327644273,9
Ir9Os3,S1,-334.54218885323644,9
Ir9Pb3,C1,-157.72203675626588,5
Ir9Pb3,H1,-16.86238736129235,5
Ir9Pb3,N1,-277.01606714789887,5
Ir9Pb3,O1,-443.1593188982297,5
Ir9Pb3,S1,-334.518513044477,5
Ir9Pd3,C1,-157.850583197589,5
Ir9Pd3,C1H1,-175.14349982253407,7
Ir9Pd3,C1H2,-191.2457800334705,9
Ir9Pd3,C1H3,-208.02515144909557,8
Ir9Pd3,H1,-16.79681772227923,5
Ir9Pd3,H1N1,-294.22394710980734,8
Ir9Pd3,H1O1,-459.8767940756006,18
Ir9Pd3,H1S1,-350.3502387651133,9
Ir9Pd3,H2O1,-476.8940135308112,9
Ir9Pd3,N1,-277.3286113885879,5
Ir9Pd3,O1,-443.3745062497255,5
Ir9Pd3,S1,-334.9398323431451,5
Ir9Pt3,C1,-157.5701564172159,9
Ir9Pt3,C1H1,-174.95924147416736,9
Ir9Pt3,C1H2,-191.18161463792057,9
Ir9Pt3,C1H3,-208.03894476352434,8
Ir9Pt3,H1,-16.815152344555827,9
Ir9Pt3,H1N1,-294.1134433126135,9
Ir9Pt3,H1O1,-459.8124104447488,18
Ir9Pt3,H1S1,-350.3171343479007,9
Ir9Pt3,H2O1,-476.91880228516675,9
Ir9Pt3,N1,-277.00901531776617,9
Ir9Pt3,O1,-443.2898846963508,9
Ir9Pt3,S1,-334.8228672028454,9
Ir9Re3,C1,-157.20915604893526,9
Ir9Re3,H1,-16.672775989492948,9
Ir9Re3,H1O1,-460.55137176476273,18
Ir9Re3,N1,-277.12896432236084,9
Ir9Re3,O1,-444.1927933796396,9
Ir9Re3,S1,-334.6425172255513,9
Ir9Rh3,C1,-157.47375029377145,9
Ir9Rh3,C1H1,-174.80432243988253,7
Ir9Rh3,C1H2,-191.0629798071095,9
Ir9Rh3,C1H3,-207.9956402951284,8
Ir9Rh3,H1,-16.776321971894504,9
Ir9Rh3,H1N1,-293.81527307727447,9
Ir9Rh3,H1O1,-459.8468898531901,18
Ir9Rh3,H1S1,-350.2476449090391,9
Ir9Rh3,H2O1,-476.9261561616586,9
Ir9Rh3,N1,-276.9495237495066,9
Ir9Rh3,O1,-443.1070750820618,9
Ir9Rh3,S1,-334.6210278514809,9
Ir9Ru3,C1,-157.17649286431697,5
Ir9Ru3,C1H1,-174.54640029030998,9
Ir9Ru3,C1H2,-190.80961746913454,9
Ir9Ru3,C1H3,-207.90606858285537,9
Ir9Ru3,H1,-16.71195874957266,4
Ir9Ru3,H1N1,-293.7582996504789,9
Ir9Ru3,H1O1,-459.91074408657005,18
Ir9Ru3,H1S1,-350.2257484526672,9
Ir9Ru3,H2O1,-477.02134566412496,9
Ir9Ru3,N1,-276.8210258804975,5
Ir9Ru3,O1,-443.1845030339973,5
Ir9Ru3,S1,-334.47341752279317,5
Ir9Sc3,C1,-158.2475832743221,7
Ir9Sc3,H1,-17.007491521530028,7
Ir9Sc3,N1,-277.5792057845938,7
Ir9Sc3,O1,-444.09286610312483,7
Ir9Sc3,S1,-335.140691132292,7
Ir9Sn3,C1,-157.51752089317597,7
Ir9Sn3,C1H1,-174.6686663442415,9
Ir9Sn3,C1H2,-190.82170789515294,4
Ir9Sn3,C1H3,-207.7871624545478,8
Ir9Sn3,H1,-16.848624523619947,8
Ir9Sn3,H1N1,-293.6501111338803,9
Ir9Sn3,H1S1,-350.19664955115513,9
Ir9Sn3,H2O1,-476.8181166273862,9
Ir9Sn3,N1,-276.77857258419317,7
Ir9Sn3,O1,-442.9873440406518,9
Ir9Sn3,S1,-334.4373100572557,7
Ir9Ta3,C1,-157.3840300073498,9
Ir9Ta3,H1,-16.925549201005197,9
Ir9Ta3,N1,-276.9593255620821,9
Ir9Ta3,O1,-444.25305557428874,9
Ir9Ta3,S1,-334.8006708770299,9
Ir9Tc3,C1,-157.13895421604684,9
Ir9Tc3,H1,-16.69616254124412,9
Ir9Tc3,N1,-276.9887586193945,9
Ir9Tc3,O1,-443.57227436989706,9
Ir9Tc3,S1,-334.55534474099113,9
Ir9Ti3,C1,-157.76351642926238,9
Ir9Ti3,H1,-16.98908642177048,9
Ir9Ti3,N1,-277.1209975094498,9
Ir9Ti3,O1,-444.10392249656434,9
Ir9Ti3,S1,-334.8039582843194,9
Ir9Tl3,C1,-157.87659265462207,9
Ir9Tl3,H1,-16.869363135603635,9
Ir9Tl3,N1,-277.2419065316644,9
Ir9Tl3,O1,-443.3508867685305,9
Ir9Tl3,S1,-334.5234713667851,9
Ir9V3,C1,-157.29782924130996,9
Ir9V3,H1,-16.876596329610038,9
Ir9V3,N1,-277.1241166143227,9
Ir9V3,O1,-444.1078871951904,9
Ir9V3,S1,-334.63958343019476,9
Ir9W3,C1,-156.96261955054797,9
Ir9W3,H1,-16.754983484948752,9
Ir9W3,N1,-277.1353565485406,9
Ir9W3,O1,-444.59089701404446,9
Ir9W3,S1,-334.7937749681332,9
Ir9Y3,C1,-158.61777741681362,9
Ir9Y3,H1,-17.059571116995357,9
Ir9Y3,N1,-277.79986534538693,9
Ir9Y3,O1,-444.1683990542879,9
Ir9Y3,S1,-335.5085867291891,9
Ir9Zn3,C1,-157.92053903957276,9
Ir9Zn3,H1,-16.76635865974822,9
Ir9Zn3,N1,-277.3730517962031,9
Ir9Zn3,O1,-443.4022943788659,9
Ir9Zn3,S1,-334.6017416471077,9
Ir9Zr3,C1,-158.0960062061531,9
Ir9Zr3,H1,-17.04970821486131,9
Ir9Zr3,N1,-277.32344789244235,9
Ir9Zr3,O1,-444.1658361500995,9
Ir9Zr3,S1,-335.0768924101394,9
La12,C1,-157.2363875692281,8
La12,C1H1,-174.2377166647093,6
La12,C1H2,-191.2906192239243,4
La12,C1H3,-208.2915813738946,4
La12,H1,-17.146441419135954,11
La12,H1N1,-296.23066476289387,8
La12,H1O1,-464.10966783171534,8
La12,H1S1,-352.6815270021034,8
La12,H2O1,-477.1089192444815,4
La12,N1,-278.93824474570647,8
La12,O1,-446.7087866398615,8
La12,S1,-335.4912718535197,8
La3Mo9,C1,-158.34781735919023,9
La3Mo9,H1,-17.85147449728538,9
La3Mo9,N1,-279.6056135950457,9
La3Mo9,O1,-446.15100184293624,8
La3Mo9,S1,-336.19837122810713,10
La3Nb9,C1,-158.2435108186146,3
La3Nb9,H1,-17.217644222782837,5
La3Nb9,N1,-279.02850422569827,5
La3Nb9,O1,-446.3341896954589,6
La3Nb9,S1,-336.0002539858797,3
La3Os9,C1,-157.97764267283856,5
La3Os9,H1,-17.18547043489525,5
La3Os9,N1,-278.8859697724947,5
La3Os9,O1,-444.9797712273321,5
La3Os9,S1,-336.0427646982098,5
La3Pb9,C1,-154.8787702774971,5
La3Pb9,H1,-15.991705119919061,5
La3Pb9,N1,-276.0443434598965,5
La3Pb9,O1,-444.05214902916487,5
La3Pb9,S1,-333.4844835868971,5
La3Pd9,C1,-156.1391083791641,7
La3Pd9,H1,-16.917345104837295,6
La3Pd9,N1,-275.6229417107388,6
La3Pd9,O1,-443.6169543737524,6
La3Pd9,S1,-334.36418354482885,6
La3Pt9,C1,-157.37362913614925,7
La3Pt9,H1,-16.9065911659236,7
La3Pt9,N1,-276.2778285622444,7
La3Pt9,O1,-443.36812599654877,7
La3Pt9,S1,-334.54817113991885,7
La3Re9,C1,-158.81980643152565,6
La3Re9,H1,-17.33821038156384,7
La3Re9,N1,-280.06867719741786,7
La3Re9,O1,-445.42442809726344,7
La3Re9,S1,-335.9606014212586,7
La3Rh9,C1,-158.3441273594799,7
La3Rh9,H1,-17.21878084228956,7
La3Rh9,N1,-277.63427672749094,7
La3Rh9,O1,-444.0430990671157,7
La3Rh9,S1,-335.57553584931156,7
La3Ru9,C1,-158.8480514398143,4
La3Ru9,H1,-17.091173873992375,3
La3Ru9,N1,-278.5791155682382,3
La3Ru9,O1,-444.88973474463273,4
La3Ru9,S1,-336.0010703273947,4
La3Sc9,C1,-158.7471710845748,5
La3Sc9,H1,-17.364608553218204,7
La3Sc9,N1,-279.6462525723382,6
La3Sc9,O1,-447.4163513291078,7
La3Sc9,S1,-336.14513691756474,6
La3Sn9,C1,-155.10129340990898,4
La3Sn9,H1,-16.01718667611567,6
La3Sn9,N1,-276.206074864127,6
La3Sn9,O1,-443.946485048702,6
La3Sn9,S1,-333.46021960407234,3
La3Ta9,C1,-158.49231810698984,7
La3Ta9,H1,-17.172647750532633,5
La3Ta9,N1,-279.2263346599393,6
La3Ta9,O1,-446.44053804222494,6
La3Ta9,S1,-335.8607242136859,6
La3Tc9,C1,-158.50551603633357,5
La3Tc9,H1,-17.27012069628472,6
La3Tc9,N1,-278.43886360591205,5
La3Tc9,O1,-445.3659866163034,5
La3Tc9,S1,-336.0036575857739,5
La3Ti9,C1,-158.4506108107671,7
La3Ti9,H1,-17.41228085689727,7
La3Ti9,N1,-279.7442921951515,7
La3Ti9,O1,-446.958834767338,6
La3Ti9,S1,-336.07584258432325,6
La3Tl9,C1,-155.948538078188,7
La3Tl9,H1,-16.21350456557775,7
La3Tl9,N1,-276.2741381543601,6
La3Tl9,O1,-444.5727210341356,7
La3Tl9,S1,-333.861477582097,7
La3V9,C1,-158.27529466736814,3
La3V9,H1,-17.165436597755615,4
La3V9,N1,-278.83263028996225,3
La3V9,O1,-446.37540242477917,3
La3V9,S1,-336.1025245707133,3
La3W9,C1,-158.48445891510346,5
La3W9,H1,-17.416166506460286,6
La3W9,N1,-279.45680936689314,5
La3W9,O1,-446.01834893167324,5
La3W9,S1,-336.05249385640127,5
La3Y9,C1,-158.46106937009972,7
La3Y9,H1,-17.381247906281715,7
La3Y9,N1,-279.3842683073817,7
La3Y9,O1,-447.3267778480986,6
La3Y9,S1,-336.0434931469572,6
La3Zn9,C1,-156.3998229609424,3
La3Zn9,H1,-16.473004567240423,5
La3Zn9,N1,-277.21057221497176,3
La3Zn9,O1,-444.93523557987646,5
La3Zn9,S1,-334.26441137320217,4
La3Zr9,C1,-158.21369652982685,7
La3Zr9,H1,-17.393506770771637,7
La3Zr9,N1,-279.6068934824907,7
La3Zr9,O1,-446.9771529267309,7
La3Zr9,S1,-336.0321824631392,7
La6Mo6,C1,-158.6857171673655,8
La6Mo6,H1,-17.331089978742966,10
La6Mo6,N1,-279.0310453607817,10
La6Mo6,O1,-446.9446689290671,10
La6Mo6,S1,-336.00591939600054,8
La6Nb6,C1,-158.3960840955515,8
La6Nb6,H1,-17.303485934611672,10
La6Nb6,N1,-279.23436161001155,8
La6Nb6,O1,-446.453983867279,9
La6Nb6,S1,-335.78950957308916,8
La6Os6,C1,-159.28053475293927,9
La6Os6,H1,-18.13936726504835,9
La6Os6,N1,-279.9324810918624,9
La6Os6,O1,-446.7544130556453,9
La6Os6,S1,-336.0961256777482,8
La6Pb6,C1,-156.67040003669536,9
La6Pb6,H1,-16.91020456559636,11
La6Pb6,N1,-277.92393592223743,10
La6Pb6,O1,-446.2387376031402,10
La6Pb6,S1,-334.8839646509332,8
La6Pd6,C1,-156.70170238001083,10
La6Pd6,H1,-16.89696813213959,10
La6Pd6,N1,-277.8959452043382,10
La6Pd6,O1,-446.1526105799494,10
La6Pd6,S1,-334.8540885922994,9
La6Pt6,C1,-156.34561026509618,8
La6Pt6,H1,-16.81143336472087,9
La6Pt6,N1,-277.37048807567044,8
La6Pt6,O1,-445.830215001959,8
La6Pt6,S1,-334.68214121822166,8
La6Re6,C1,-160.90600989745144,10
La6Re6,H1,-19.454496168407786,11
La6Re6,N1,-281.7608878526953,10
La6Re6,O1,-448.2561306902862,10
La6Re6,S1,-337.86188108442366,8
La6Rh6,C1,-157.06606947675755,9
La6Rh6,H1,-17.20508494461683,10
La6Rh6,N1,-277.4753578918935,10
La6Rh6,O1,-445.58881737340926,10
La6Rh6,S1,-335.04672083587866,10
La6Ru6,C1,-157.94472451755064,8
La6Ru6,H1,-17.30540787465361,10
La6Ru6,N1,-278.18148037779974,9
La6Ru6,O1,-445.3839332042444,10
La6Ru6,S1,-335.2910631443301,8
La6Sc6,C1,-158.56290443673424,8
La6Sc6,H1,-17.298951157486954,9
La6Sc6,N1,-279.50221686708755,8
La6Sc6,O1,-447.14220262316667,8
La6Sc6,S1,-336.02621514271596,8
La6Sn6,C1,-156.64173093899808,8
La6Sn6,H1,-16.851660089549114,10
La6Sn6,N1,-277.81419349956195,8
La6Sn6,O1,-445.98616303472227,10
La6Sn6,S1,-334.7323441806002,8
La6Ta6,C1,-158.39903054419483,8
La6Ta6,H1,-17.345384390802792,10
La6Ta6,N1,-279.57015988300554,8
La6Ta6,O1,-446.7806252374903,10
La6Ta6,S1,-335.92473831394454,8
La6Tc6,C1,-158.2554729429612,8
La6Tc6,H1,-17.19405521833687,8
La6Tc6,N1,-278.4515356752636,8
La6Tc6,O1,-446.4681218138794,8
La6Tc6,S1,-335.5446790924034,8
La6Ti6,C1,-158.54997290683968,8
La6Ti6,H1,-17.3561611872683,10
La6Ti6,N1,-279.7769363318039,8
La6Ti6,O1,-446.9258447739958,7
La6Ti6,S1,-335.99277888267534,7
La6Tl6,C1,-156.6600414791974,9
La6Tl6,H1,-16.872106043101667,10
La6Tl6,N1,-278.1258179954748,9
La6Tl6,O1,-446.3461964464768,9
La6Tl6,S1,-334.97456318476907,8
La6V6,C1,-158.7941724915836,8
La6V6,H1,-17.882648538925423,8
La6V6,N1,-279.96351853235683,8
La6V6,O1,-447.25157388256775,8
La6V6,S1,-336.71806947554796,8
La6W6,C1,-158.76290797209367,8
La6W6,H1,-17.425673075525992,10
La6W6,N1,-279.66059052261335,8
La6W6,O1,-446.9040152576308,9
La6W6,S1,-335.97057929149014,8
La6Y6,C1,-158.29154136016223,8
La6Y6,H1,-17.305644613692493,10
La6Y6,N1,-279.20303627307294,8
La6Y6,O1,-447.11861851676804,9
La6Y6,S1,-335.8695166199832,8
La6Zn6,C1,-157.43521652520576,8
La6Zn6,H1,-16.904771540699585,12
La6Zn6,N1,-278.27609123019647,8
La6Zn6,O1,-446.25146014960774,8
La6Zn6,S1,-335.0812011967282,8
La6Zr6,C1,-157.91676128315157,8
La6Zr6,H1,-17.338642090166104,10
La6Zr6,N1,-279.4471787139155,8
La6Zr6,O1,-446.924225832714,10
La6Zr6,S1,-335.94515977725314,8
La9Mo3,C1,-158.05111912366556,6
La9Mo3,H1,-17.4811342296598,5
La9Mo3,N1,-279.1227998342074,5
La9Mo3,O1,-448.2696829118431,5
La9Mo3,S1,-335.91150528191065,4
La9Nb3,C1,-158.11815844952434,9
La9Nb3,H1,-17.24377735556118,9
La9Nb3,N1,-279.2054240720063,9
La9Nb3,O1,-446.55642969342443,9
La9Nb3,S1,-335.69241023963696,9
La9Os3,C1,-158.3359316988317,8
La9Os3,H1,-17.73621374202048,9
La9Os3,N1,-279.9669077102153,9
La9Os3,O1,-447.7285378761517,9
La9Os3,S1,-336.17310654664107,7
La9Pb3,C1,-158.63329824594257,7
La9Pb3,H1,-17.24662067306417,7
La9Pb3,N1,-279.177484239397,7
La9Pb3,O1,-447.0065307449222,7
La9Pb3,S1,-335.62932568025644,7
La9Pd3,C1,-158.8154613177503,7
La9Pd3,H1,-17.663602749256825,9
La9Pd3,N1,-279.88374577547074,7
La9Pd3,O1,-447.6198164246016,9
La9Pd3,S1,-336.2274532585543,7
La9Pt3,C1,-157.83288219238239,5
La9Pt3,H1,-17.498003791031806,5
La9Pt3,N1,-279.67691055008254,5
La9Pt3,O1,-447.67725652663285,5
La9Pt3,S1,-336.13667717043427,4
La9Re3,C1,-158.3051848759169,8
La9Re3,H1,-17.89212068559209,9
La9Re3,N1,-280.57017034876844,9
La9Re3,O1,-448.4853621091024,9
La9Re3,S1,-336.0134441599803,7
La9Rh3,C1,-158.1044542523814,7
La9Rh3,H1,-18.095598978608905,7
La9Rh3,N1,-279.8434195930349,7
La9Rh3,O1,-447.9782413714529,7
La9Rh3,S1,-336.9240642773402,7
La9Ru3,C1,-158.24844914055575,7
La9Ru3,H1,-18.414638168454985,9
La9Ru3,N1,-279.29681023935336,7
La9Ru3,O1,-448.2260610226549,8
La9Ru3,S1,-336.61733919109247,7
La9Sc3,C1,-158.20985713961636,9
La9Sc3,H1,-17.22610777950831,9
La9Sc3,N1,-279.2363800144085,9
La9Sc3,O1,-446.95993356301915,9
La9Sc3,S1,-335.72686420543687,8
La9Sn3,C1,-157.19593335723403,8
La9Sn3,H1,-17.222472610737896,9
La9Sn3,N1,-279.3014871959567,9
La9Sn3,O1,-446.942617734956,9
La9Sn3,S1,-335.5484720872082,7
La9Ta3,C1,-158.1038541053167,7
La9Ta3,H1,-17.27123500245216,8
La9Ta3,N1,-279.4056540060774,7
La9Ta3,O1,-446.7619824462927,7
La9Ta3,S1,-335.7605932599654,7
La9Tc3,C1,-158.25782781611633,7
La9Tc3,H1,-18.231714266355993,9
La9Tc3,N1,-279.3113186689443,7
La9Tc3,O1,-448.17787306325044,9
La9Tc3,S1,-336.7911909538707,7
La9Ti3,C1,-157.96352649534674,9
La9Ti3,H1,-17.219857052521547,9
La9Ti3,N1,-279.41293373154986,9
La9Ti3,O1,-446.8744294084099,9
La9Ti3,S1,-335.7935632529443,7
La9Tl3,C1,-157.25023027231146,14
La9Tl3,H1,-17.212484400173707,14
La9Tl3,N1,-279.112125896776,14
La9Tl3,O1,-446.96272313803274,14
La9Tl3,S1,-335.5722285777156,14
La9V3,C1,-158.34035545350707,9
La9V3,H1,-17.22434543423151,9
La9V3,N1,-279.4908146169655,9
La9V3,O1,-446.6966266887539,9
La9V3,S1,-335.82402340392946,8
La9W3,C1,-158.3538220952687,8
La9W3,H1,-17.263223290759925,9
La9W3,N1,-279.18997167950874,9
La9W3,O1,-448.38231287051894,9
La9W3,S1,-335.77242844320426,7
La9Y3,C1,-158.21631018324842,8
La9Y3,H1,-17.23375445048805,9
La9Y3,N1,-279.09579498474704,9
La9Y3,O1,-446.93674687888415,9
La9Y3,S1,-335.6976863909149,7
La9Zn3,C1,-157.5260986016583,9
La9Zn3,H1,-17.149858896831574,9
La9Zn3,N1,-278.96973566390443,9
La9Zn3,O1,-446.82680350013834,9
La9Zn3,S1,-335.4850476576321,7
La9Zr3,C1,-158.09929959994042,9
La9Zr3,H1,-17.236406880125287,9
La9Zr3,N1,-279.23989123532374,9
La9Zr3,O1,-446.8264633578401,9
La9Zr3,S1,-335.71189671979664,8
Mo12,C1,-157.99294336187086,4
Mo12,C1H1,-174.92403538572034,2
Mo12,H1,-17.447954572973686,4
Mo12,H1N1,-295.6970390489041,2
Mo12,H1O1,-461.54064284970445,4
Mo12,H1S1,-351.75438358822794,2
Mo12,N1,-278.743815190217,4
Mo12,O1,-445.8204493805133,4
Mo12,S1,-335.40858652616225,4
Mo3Nb9,C1,-158.8754162958794,3
Mo3Nb9,H1,-18.38539627112914,3
Mo3Nb9,N1,-280.1394224416472,3
Mo3Nb9,O1,-447.51203458213786,3
Mo3Nb9,S1,-336.6398423252649,3
Mo3Os9,C1,-158.0378796969635,9
Mo3Os9,H1,-16.953034331399977,8
Mo3Os9,N1,-277.9170964769546,9
Mo3Os9,O1,-444.56798584517674,9
Mo3Os9,S1,-335.0007140049456,9
Mo3Pb9,C1,-156.31876718730928,8
Mo3Pb9,H1,-15.541233585434384,8
Mo3Pb9,N1,-277.92051327437366,8
Mo3Pb9,O1,-442.5030072586633,8
Mo3Pb9,S1,-335.30772494678604,9
Mo3Pd9,C1,-157.07168481793633,7
Mo3Pd9,H1,-16.73562653097906,7
Mo3Pd9,N1,-277.6743190951929,7
Mo3Pd9,O1,-445.14678354483476,9
Mo3Pd9,S1,-334.61751649451253,8
Mo3Pt9,C1,-156.80000295999707,7
Mo3Pt9,H1,-16.57835126297141,7
Mo3Pt9,N1,-276.955735972384,7
Mo3Pt9,O1,-444.8534253706275,7
Mo3Pt9,S1,-334.38662109956203,7
Mo3Re9,C1,-157.984761987198,9
Mo3Re9,H1,-17.133900372591597,9
Mo3Re9,N1,-278.3593908545299,9
Mo3Re9,O1,-445.17036574643134,9
Mo3Re9,S1,-335.302676010564,8
Mo3Rh9,C1,-157.05590207923524,6
Mo3Rh9,H1,-16.91987766832608,7
Mo3Rh9,N1,-277.32107369919686,6
Mo3Rh9,O1,-444.5544021944588,6
Mo3Rh9,S1,-334.80655193736675,7
Mo3Ru9,C1,-157.86942925782932,3
Mo3Ru9,H1,-17.022300364802504,3
Mo3Ru9,N1,-277.79625398657663,3
Mo3Ru9,O1,-444.73789304574893,4
Mo3Ru9,S1,-334.95104084822015,3
Mo3Sc9,C1,-157.92684976766395,7
Mo3Sc9,H1,-17.497104318743368,7
Mo3Sc9,N1,-279.0842545007945,7
Mo3Sc9,O1,-447.25966083373714,7
Mo3Sc9,S1,-335.658476147335,7
Mo3Sn9,C1,-156.0002446055878,6
Mo3Sn9,H1,-15.82424857658043,8
Mo3Sn9,N1,-277.40600301332597,8
Mo3Sn9,O1,-444.5968907295137,8
Mo3Sn9,S1,-333.38948265931685,6
Mo3Ta9,C1,-159.12342778733,3
Mo3Ta9,H1,-18.097586906256765,3
Mo3Ta9,N1,-280.4340234958145,3
Mo3Ta9,O1,-447.6781078347776,3
Mo3Ta9,S1,-336.6931294258866,3
Mo3Tc9,C1,-157.82706072497604,9
Mo3Tc9,H1,-17.089949633831566,9
Mo3Tc9,N1,-278.221076070633,9
Mo3Tc9,O1,-445.1646733970447,9
Mo3Tc9,S1,-335.1823966597767,9
Mo3Ti9,C1,-157.95167471316017,7
Mo3Ti9,H1,-17.625981922607025,7
Mo3Ti9,N1,-279.6249168065333,6
Mo3Ti9,O1,-447.3569427555667,7
Mo3Ti9,S1,-335.9136755258369,7
Mo3Tl9,C1,-156.7858420197772,3
Mo3Tl9,H1,-16.829349611976795,4
Mo3Tl9,N1,-277.8895342022988,3
Mo3Tl9,O1,-445.20797160682196,3
Mo3Tl9,S1,-335.2751930570921,4
Mo3V9,C1,-158.51802075568048,3
Mo3V9,H1,-18.30185460152279,3
Mo3V9,N1,-279.6322993910362,3
Mo3V9,O1,-447.1452896186129,3
Mo3V9,S1,-336.44626611878266,3
Mo3W9,C1,-158.55057196545386,9
Mo3W9,H1,-17.84693999227602,9
Mo3W9,N1,-279.28920520179236,9
Mo3W9,O1,-446.08902301813214,9
Mo3W9,S1,-336.0019304792404,9
Mo3Y9,C1,-158.28845844642638,5
Mo3Y9,H1,-17.479432837888453,5
Mo3Y9,N1,-279.2651751008161,5
Mo3Y9,O1,-447.1651769224518,4
Mo3Y9,S1,-335.75636529119583,5
Mo3Zn9,C1,-156.89784611662617,5
Mo3Zn9,H1,-16.925551650041598,5
Mo3Zn9,N1,-277.65105390622193,5
Mo3Zn9,O1,-444.62264616828907,5
Mo3Zn9,S1,-334.3291463030182,5
Mo3Zr9,C1,-158.17078390535607,4
Mo3Zr9,H1,-17.599118708400056,4
Mo3Zr9,N1,-279.5196959634595,3
Mo3Zr9,O1,-447.2413328782495,3
Mo3Zr9,S1,-335.9105112500656,3
Mo6Nb6,C1,-158.25601853121043,10
Mo6Nb6,H1,-17.72095958445061,10
Mo6Nb6,N1,-279.16777821088544,10
Mo6Nb6,O1,-446.43193788435383,10
Mo6Nb6,S1,-335.67063868352125,9
Mo6Os6,C1,-157.86783711975295,8
Mo6Os6,H1,-17.102973410317645,8
Mo6Os6,N1,-278.0588400312845,8
Mo6Os6,O1,-445.04316436381123,8
Mo6Os6,S1,-335.1113082799966,8
Mo6Pb6,C1,-156.53326459416348,8
Mo6Pb6,H1,-16.521554438048042,10
Mo6Pb6,N1,-276.43058497178936,8
Mo6Pb6,O1,-444.7510282528492,10
Mo6Pb6,S1,-333.80731400279547,8
Mo6Pd6,C1,-157.36244117567549,10
Mo6Pd6,H1,-17.06382139910056,10
Mo6Pd6,N1,-278.1219911225053,10
Mo6Pd6,O1,-445.2236739358814,10
Mo6Pd6,S1,-335.09320849195865,9
Mo6Pt6,C1,-157.31716837182103,8
Mo6Pt6,H1,-16.949058612157387,8
Mo6Pt6,N1,-277.89923152315896,7
Mo6Pt6,O1,-444.9390287107235,8
Mo6Pt6,S1,-334.9428055949975,8
Mo6Re6,C1,-157.98679522180464,10
Mo6Re6,H1,-17.22588859181269,10
Mo6Re6,N1,-278.47342954655323,10
Mo6Re6,O1,-445.34833663244353,10
Mo6Re6,S1,-335.30652873435247,8
Mo6Rh6,C1,-157.32721399840375,8
Mo6Rh6,H1,-17.097401607356005,7
Mo6Rh6,N1,-277.9975487020929,8
Mo6Rh6,O1,-445.16559354998753,6
Mo6Rh6,S1,-335.0835628727182,8
Mo6Ru6,C1,-157.7012434493954,8
Mo6Ru6,H1,-17.124513669674343,8
Mo6Ru6,N1,-278.0642028508155,8
Mo6Ru6,O1,-445.1640518890308,8
Mo6Ru6,S1,-335.0736183364279,8
Mo6Sc6,C1,-157.9989188457148,8
Mo6Sc6,H1,-17.340736278267286,8
Mo6Sc6,N1,-278.8839761304589,8
Mo6Sc6,O1,-446.60821880736694,8
Mo6Sc6,S1,-335.4914359381619,8
Mo6Sn6,C1,-157.13561646770177,8
Mo6Sn6,H1,-17.028038565375027,8
Mo6Sn6,N1,-277.4266964544113,8
Mo6Sn6,O1,-444.8682686362954,8
Mo6Sn6,S1,-334.1759010409587,8
Mo6Ta6,C1,-158.08570152719403,8
Mo6Ta6,H1,-17.268081883346895,8
Mo6Ta6,N1,-278.6935862409664,8
Mo6Ta6,O1,-446.08940057608197,8
Mo6Ta6,S1,-335.81362498175076,8
Mo6Tc6,C1,-157.82803625308588,10
Mo6Tc6,H1,-17.17464452188142,10
Mo6Tc6,N1,-278.34309191588545,10
Mo6Tc6,O1,-445.36371963590864,10
Mo6Tc6,S1,-335.22521418045653,10
Mo6Ti6,C1,-158.20751696060324,7
Mo6Ti6,H1,-17.642964955444768,10
Mo6Ti6,N1,-279.2198816163109,8
Mo6Ti6,O1,-446.7112913116871,8
Mo6Ti6,S1,-335.7884450637466,8
Mo6Tl6,C1,-157.28628671650586,8
Mo6Tl6,H1,-17.32632472120531,10
Mo6Tl6,N1,-277.82209895080086,8
Mo6Tl6,O1,-445.1348053657712,9
Mo6Tl6,S1,-334.79466151501765,8
Mo6V6,C1,-158.1707345166942,8
Mo6V6,H1,-17.70490881362275,9
Mo6V6,N1,-279.05055551484475,8
Mo6V6,O1,-446.3278898519238,8
Mo6V6,S1,-335.65397497627055,8
Mo6W6,C1,-158.45014563215955,10
Mo6W6,H1,-17.725948519568192,10
Mo6W6,N1,-279.1916100769304,10
Mo6W6,O1,-446.21592044959107,10
Mo6W6,S1,-335.93600396292095,9
Mo6Y6,C1,-158.34204528044575,8
Mo6Y6,H1,-17.404653914170922,10
Mo6Y6,N1,-279.00982401884903,10
Mo6Y6,O1,-446.57780056191405,10
Mo6Y6,S1,-335.8406803083344,8
Mo6Zn6,C1,-157.02325807863963,8
Mo6Zn6,H1,-17.08097491126682,9
Mo6Zn6,N1,-277.6867389150211,8
Mo6Zn6,O1,-444.8095305512543,8
Mo6Zn6,S1,-334.7115716904518,8
Mo6Zr6,C1,-158.67760545383862,8
Mo6Zr6,H1,-17.330555002939946,9
Mo6Zr6,N1,-278.93347771942354,8
Mo6Zr6,O1,-446.08514607622055,8
Mo6Zr6,S1,-336.02111953897474,8
Mo9Nb3,C1,-158.69110066755093,8
Mo9Nb3,H1,-18.014379392447154,8
Mo9Nb3,N1,-279.55894199000977,8
Mo9Nb3,O1,-446.7278459012887,8
Mo9Nb3,S1,-336.2108583961053,8
Mo9Os3,C1,-157.82877327342067,5
Mo9Os3,H1,-17.2600039119352,5
Mo9Os3,N1,-278.3454892388072,5
Mo9Os3,O1,-445.5226282672411,5
Mo9Os3,S1,-335.14378288972875,5
